Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
2390,Chester Einhorn,P,TD,H,Right,P
2397,Kuuma Kivi,S,,,Left,SS
2455,Malcolm Fish,HK,,,Left,C
2457,Nate Duke,P,BB,S,Left,P
2458,Biggus Dickus,SF,,,Left,2B
2461,Pontius Inebrius,P,BS,H,Right,P
2474,Six,SM,BS,H,Right,PH
2477,Caleb Bolden,P,BS,H,Right,P
2482,Dingers McGee,MH,,,Left,1B
2486,Tex Wolffe,SF,,,Right,2B
2490,Boots Poffenberger,WC,,,Left,RF
2498,Mars Bars,P,EN,B,Right,P
2499,Freddie Confinedman,XB,FP,H,Left,PH
2501,Hakuna Moncada,S,NT,S,Right,3B
2504,Peter Hoomanawanui,BC,,,Right,3B
2508,Fatts Richard,SM,SF,S,Right,PH
2509,Big Cheech,S,,,Right,1B
2518,Sammy Scully,S,,,Left,2B
2519,Joe Jam,BC,,,Right,CF
2520,Rollie Dingers,1B,,,Right,SS
2523,Martin Ducksworth,TT,TT,S,Left,PH
2524,WoodCutter Jones,TT,,,Left,3B
2530,Iosef Mere,1B,,,Left,1B
2532,Herb Bumbleflower,S,,,Right,CF
2542,Ovaltine,BC,,,Left,RF
2543,Numbers Spector,1B,,,Right,3B
2544,Mark Schihne,P,EG,H,Right,P
2545,Onionhead LEASHY Dirtwit,SF,,,Right,RF
2546,Jimmy Kalkowski,WC,,,Left,RF
2555,Noooooot,P,WC,S,Left,P
2563,Howie DeWitt,XB,,,Right,RF
2573,Giles Sweeney,BN,,,Right,1B
2584,Robbie Tightpants,BC,,,Left,3B
2585,Rocky Li,P,TT,S,Right,P
2587,toronto mans,EN,,,Right,3B
2589,Lil Lilith Lillian,XB,,,Left,SS
2590,jon jon,XB,,,Right,3B
2591,Hunter D. Parker,MH,,,Right,C
2593,Walter Ulysses,P,FP,H,Left,P
2594,Hunter West,TT,,,Right,1B
2597,Rod Kimball,BC,,,Right,RF
2598,Mattie Christewson,S,,,Left,2B
2606,Princess Peach,P,TD,B,Right,P
2616,Peter Hadley,XB,,,Right,C
2621,Mike Truk,P,EG,S,Right,P
2622,Hans Freii,EN,,,Left,LF
2624,Kilometers Straw,BC,,,Left,CF
2625,Dutch Boggs,BC,EG,H,Left,PH
2627,Kenny Powers,SF,,,Left,C
2629,Doc Mainframe,P,BS,B,Right,P
2634,Jimmy Pop,SM,,,Left,CF
2637,Mo Cheeks,XB,,,Right,LF
2641,Jerome Peterson,MH,,,Left,1B
2642,Seymour Asses,WC,,,Right,RF
2646,Mr. Plow,WC,,,Right,1B
2651,Mack MacMack,BN,,,Left,SS
2657,Vader Page,BC,NT,S,Right,P
2659,Kevin James,P,TT,H,Right,P
2660,Ronnie Pickering,XB,,,Right,1B
2661,Stevey Swinger,BP,,,Right,2B
2662,Buster McColligan,XB,,,Right,SS
2664,Robert Glasses,XB,,,Right,3B
2668,Biff Sexy Hotbod,BC,,,Left,SS
2671,Rich Driver,BP,,,Left,3B
2673,Noah Diamond,S,,,Left,CF
2674,Palfo Salvy,P,BS,B,Right,P
2675,Goose Gordon,BP,,,Right,C
2678,Alex Lancer,P,BS,S,Right,P
2679,Kiwi Cleveland,BC,,,Right,2B
2681,Jim Johnman,HK,,,Right,RF
2683,Huell Babineaux,S,,,Left,2B
2689,Brent Chillwater,TT,EG,H,Left,PH
2691,Francesco Hardgust,BC,,,Left,SS
2692,Bryce Parker,WC,,,Right,SS
2696,Captain Trash,BN,,,Left,RF
2702,Jamie Voyeur,SM,TD,S,Right,PH
2706,Cameron Trinidad,WC,,,Right,1B
2708,Saul Pewald,SM,,,Right,1B
2710,Sterling Turlington,SF,,,Right,2B
2712,Neddy Edgewise,BC,,,Left,C
2715,King Raj,1B,EN,S,Left,PH
2718,Ghee Buttersnaps,S,,,Right,3B
2720,Lee Luda,P,BS,H,Left,P
2722,Teddy Bigstick,BC,,,Right,2B
2723,Matias Thagod,MH,,,Left,C
2724,James Jonathan Jr. III,P,BS,S,Right,P
2729,Nobes Savage,WC,,,Right,2B
2730,Laars Nootbaar jr,MH,NH,S,Left,PH
2734,Enrique Rosales,XB,,,Right,2B
2735,Dill Doe,P,TD,S,Left,P
2736,James Jameson CDXX,S,,,Left,3B
2738,Joel Justice,P,TT,S,Left,P
2740,Justin P. L. Griffin,BP,,,Right,RF
2743,Pete Morris,P,BS,B,Left,P
2744,Troy-Anthony Parker,P,TT,H,Right,P
2747,Franklin Poffenberger,XB,,,Left,2B
2752,Henry Thibodeau,XB,,,Right,C
2754,Jacques François,1B,,,Right,2B
2760,Shorty McDougall,WC,,,Left,SS
2761,Mike LaViva,BC,,,Left,C
2768,Spencer Hart,BP,,,Left,1B
2773,Toky Oto,BN,,,Right,LF
2774,Bill Aural Jr. III,BP,,,Left,LF
2776,Paulie Auto,BN,,,Left,3B
2778,Elvis Carmichael,XB,,,Right,2B
2780,Jimmy Payne,S,EG,S,Right,PH
2782,Eijun Sawamura,P,BS,H,Left,P
2785,Basil,BC,,,Left,C
2787,Buster Worthington,BC,,,Right,C
2789,Roosevelt Sandoval,BC,,,Right,2B
2791,Pete Harper,P,WC,S,Right,P
2792,Jerome S. Monroe,P,TD,H,Right,P
2795,International Signing Bonus Pool Space,P,FP,S,Right,P
2800,Buzz Carlton,HK,,,Left,RF
2802,Abel Greene,WC,,,Left,SS
2804,Billy TheKid,WC,,,Right,2B
2805,Calvin Ball,BC,,,Left,CF
2810,Sonar McDeuceski II,P,TT,H,Right,P
2811,Jeb Barnes,TT,,,Right,1B
2814,Pillsbury Doughboy,P,EG,S,Right,P
2815,Jamal Jackson,S,,,Right,CF
2817,Maxwell Slander,P,BS,B,Left,P
2820,Michael Last-Name,P,NH,H,Right,P
2821,Jack Parkman,XB,,,Left,C
2824,DeAaron Taylor,BC,,,Left,1B
2825,Casper Greenwell,BC,,,Left,2B
2826,Friday Phd,XB,,,Left,1B
2827,Corbin Christmas Carol,BP,,,Right,1B
2829,Guillermo Griffey III,P,TD,S,Left,P
2833,Dayman Nightman,BN,,,Right,SS
2834,Mack Quackerson,BC,,,Right,C
2835,Salsa Steve,BC,,,Right,CF
2838,Ringo Swingo,BC,,,Right,CF
2839,Soggy Arm,P,BS,B,Right,P
2840,Wheezy Whifflesworth,WC,,,Right,C
2842,Moon Malarkey,SF,,,Right,SS
2844,Tony Pizza,BP,,,Right,C
2845,Ashington Swift,BC,,,Left,2B
2846,Dante Dagostino,BP,,,Left,CF
2847,Jorbel Boykins,BC,,,Left,2B
2848,Axkoa Griffin,WC,,,Right,RF
2849,Johnmaine Chupri,BC,,,Right,LF
2852,Dusty Jabroni,BN,,,Left,3B
2853,John McDonald Jr.,BN,NT,S,Left,PH
2854,Verde Jack,BC,,,Right,LF
2855,Triscuit McBiskit,P,NT,H,Right,P
2856,Willie Gardner,WC,,,Left,SS
2857,River James,SF,,,Right,SS
2858,16-bit Griffey,BN,,,Right,CF
2864,Scoreson McCorkle,S,,,Left,CF
2866,Stupido Einsteiny,S,,,Right,2B
2867,William T. Striker,P,TD,B,Right,P
2868,TWs Frozen Head,SM,,,Right,2B
2869,Charles Vella,BP,,,Right,C
2870,Lincoln Pickett,BC,,,Left,2B
2873,Jihmih Tyranus,SM,,,Right,C
2874,Ace Ventura,BP,,,Right,3B
2875,Leo Pollersbeck,BC,,,Right,C
2877,C. T. Bailiff,P,TD,S,Right,P
2878,Goaty McGoatFace,WC,TT,H,Left,PH
2880,Ryan McBryan,SF,,,Right,LF
2882,Mîke Ock,HK,,,Right,RF
2886,Justin Time,BC,,,Right,C
2887,Jimothy Jhompson,P,NT,B,Left,P
2888,Just A. Girl,P,SF,S,Left,P
2889,Primero Ultimo,BC,,,Left,3B
2890,Pablo The Hip Kawasaki,P,BF,H,Left,P
2891,Chad Isotope,S,,,Right,CF
2893,Hitgood McChunky,MH,,,Right,1B
2897,XxBlaise Bailey Finnegan IIIxX,BC,,,Right,C
2898,Javi D. Modelo,BC,,,Right,C
2900,Bart Bishop,BP,,,Right,3B
2902,Hippo Jars,BN,,,Right,3B
2904,Nicaragua del Toro,1B,,,Left,2B
2905,Jose Can-Fake-O,MH,,,Right,RF
2908,T-Rav,S,,,Right,SS
2910,Mustard Fatherson,BN,,,Left,LF
2911,Karl Havoc,BC,,,Right,LF
2913,Scoot Heller,SF,,,Left,SS
2914,Skarch McGooter,BN,,,Left,LF
2915,Hans Zahn,P,BF,B,Right,P
2916,Strawberry Jones,BP,,,Left,C
2922,Randy Mann,WC,,,Left,2B
2923,Peanuts Lee,BC,,,Left,C
2929,Johnny Appleseed,HK,,,Right,C
2930,Zeke Euselachii,XB,,,Right,RF
2931,Jeff Newman,S,,,Left,2B
2932,Seth Kablamo,HK,,,Right,CF
2933,Boomer Fisher,BC,,,Left,3B
2934,Pontos Napoleon,BC,,,Right,2B
2935,Rex Renfield,XB,,,Left,C
2942,Tleyber Alfredo Cruz Fernandez III,SF,,,Left,CF
2943,Mo Bonzalez,BN,,,Right,2B
2944,Bobert Hideyoshi,P,TT,H,Right,P
2945,Smokey Zygowski,P,BS,H,Right,P
2946,Tueballs Wunbatt,BP,,,Right,3B
2947,Mama Luigi,XB,BS,H,Right,PH
2948,Grunt Manly,TT,,,Left,3B
2949,Twatt Barton,BP,TD,B,Right,SS
2950,Anthony Esposito III,BC,,,Right,RF
2951,Brandon Rice III,S,,,Left,SS
2953,Ratryox,BC,,,Right,2B
2954,Jimbo Wellington III,P,BS,S,Right,P
2957,Winston Pepperwood,TT,,,Left,RF
2959,Kries Von Kriestalhauser,BN,,,Right,CF
2960,Penguino,WC,EG,H,Left,PH
2962,Carlos Narvaez Jr.,S,,,Left,CF
2963,Vartan Ichabod Cassidy,BP,,,Right,C
2964,Joey Motto,SM,,,Right,CF
2965,Randall Peppers,BP,,,Right,3B
2967,Trevor Timberjawn,BC,,,Right,1B
2968,Benny Bartman,BP,,,Left,2B
2969,Crystal Claire,S,,,Right,2B
2970,John Baseball,BN,,,Right,SS
2973,Champ Kind,SF,,,Left,3B
2974,TheRedKnight,WC,,,Left,2B
2975,Skyy Moore,BP,,,Right,CF
2976,Junior Antonius,XB,,,Right,RF
2978,Corva Johnson,XB,,,Right,SS
2981,Maverick Madera,XB,,,Left,CF
2983,Liru Wolf,BN,,,Right,3B
2987,Kyogo Jota,S,,,Left,1B
2988,AJ Kushner,XB,,,Left,RF
2989,Serengeti Fingers,P,WC,S,Right,P
2990,Finnegan Craigellachie,1B,,,Right,SS
2991,Tanzig Nordic,P,FP,S,Right,P
2992,Butch Sterling,EN,,,Right,CF
2994,Gavrilo Principle,P,BS,H,Right,P
2995,Dickle Fingerford,XB,,,Right,SS
2996,Chico Pappas,XB,,,Left,LF
2997,Ichiro Rose,P,EG,B,Right,P
2998,Makoto Date,P,WC,H,Left,P
2999,Rex McStrange,BP,,,Left,C
3000,Cornbread House,MH,,,Left,1B
3001,Chungus McApplebees Horchata Torx,MH,,,Right,LF
3002,Shag McBenny,BP,,,Right,3B
3003,Tacitus Kilgore,EN,,,Left,LF
3004,Baberaham Lincoln,P,NH,S,Right,P
3005,Murphy Brisslefields,BP,,,Right,3B
3006,Not Gaca,WC,,,Left,3B
3007,Carmelo Anthony,BP,,,Right,SS
3008,Joan Wilkes Booth,EN,,,Right,C
3009,CJ Colt,SM,,,Left,3B
3011,Marlboro Jesus,WC,,,Right,RF
3012,Erling De La Cruz,BC,,,Right,SS
3013,Total Dial,BC,,,Right,RF
3016,Copernicus Hel,P,NH,H,Right,P
3018,Fin 'Shark' Maddox,WC,,,Right,1B
3020,Homer Pimpson II,BP,,,Right,RF
3021,Jason Sensation,BC,,,Right,CF
3023,Duke Houston,BP,,,Right,C
3025,Acuña Matata,BP,,,Right,C
3026,John Applebees,XB,,,Left,RF
3028,Dan Candoit,P,WC,S,Right,P
3029,Dan Van Damme,P,WC,S,Right,P
3030,Cared Jarrabis,XB,,,Right,C
3031,Steve Holt!,BN,,,Right,3B
3032,Sid Hugo IV,BP,,,Left,SS
3034,Beans Returns,XB,,,Left,C
3037,Matt Pudds,S,,,Left,CF
3038,Stealing Seconds,S,,,Left,3B
3039,Speed Shark,P,BF,S,Right,P
3040,Cole Slaw,BP,,,Left,CF
3041,Raymond Philippe,P,NT,S,Left,P
3042,Archie Henderson,BC,,,Right,RF
3044,Cat ToeBeans,P,WC,S,Left,P
3045,Keith Bourgignon,XB,,,Right,2B
3046,Norm Niner,XB,,,Right,SS
3047,Electric Windgodfist,P,BS,H,Right,P
3048,Cliff Griffin,WC,,,Right,2B
3051,Jed I. Knight,S,,,Right,CF
3052,Arxy Winkler,BP,,,Right,SS
3056,TheGreatBambi,BC,,,Right,3B
3057,Alexis Texas Ranger,P,EN,S,Right,P
3058,Jerk McGurkin,TT,,,Left,CF
3059,Lou Coler,P,TT,H,Right,P
3060,Dark Brother,BC,,,Left,3B
3061,Slick Grifter,SM,,,Right,3B
3063,Albino Albono,HK,,,Right,1B
3064,Coco Mohawk,XB,,,Right,SS
3065,Tori Nori Balimory,S,,,Right,C
3066,Chief Cheeseball,XB,,,Right,2B
3067,Slim Sturgeon,1B,,,Left,3B
