Player ID,Name,Batting Type,Pitching Type,Pitching Bonus,Handedness,Primary Position
3,Syd Kidd,BC,BB,B,Left,P
4,Tater Tits,BP,,,Right,CF
5,Y.E. Wally,BP,,,Right,C
8,Will Power,BN,,,Right,2B
14,A.Z. Chapman,BP,,,Right,LF
15,Assassin Panda,BP,,,Left,LF
23,Michael Voorhees,BN,,,Left,C
37,Osmosis Jones,BC,,,Left,2B
39,Whitt Bass,BC,BF,B,Right,P
47,Ross Fire,BC,,,Right,SS
51,Forrest Gleeson,BN,,,Right,LF
56,Ziggy Ceder,BC,,,Right,RF
58,Hudson Quin,BP,BS,B,Left,P
74,Einhorn,BC,BS,B,Right,P
93,Master Cashier,BP,,,Left,C
100,Merodach Baladan,BC,,,Right,2B
101,Casey Nine,BC,,,Left,3B
103,Mason Spurs,BC,,,Left,SS
104,Morris Deratt,BN,,,Left,LF
106,Sevag Vapor,BC,,,Right,CF
107,Otis Nixon Sr.,BP,,,Left,RF
112,Willoughby Hoose,BP,BS,B,Left,P
115,BB Bambino Jr.,BC,,,Right,C
120,Pablo Sanchez,BN,BB,B,Right,P
122,Riles McGiles,BC,,,Right,LF
125,Triston Uzumaki,BC,,,Right,RF
133,Garren Smudge,BN,,,Left,C
147,Meerkat Timmons,BC,,,Right,CF
151,Indy Sayne,BC,,,Right,C
158,Sam Smith,BP,,,Right,3B
162,Whit Merto,BC,,,Right,RF
167,Ronald Eagle Sr.,BC,POS,,Right,3B
168,Bo-Horse Jackman,BN,,,Right,C
171,Clipper Charge,BC,,,Right,2B
190,Lane Drew,BC,,,Left,SS
199,Cal Tiberius Jr.,BN,BF,B,Left,P
206,Gil Metz,BP,,,Right,2B
213,Jack Marnette,BC,,,Right,LF
222,King Fielder,BP,,,Right,1B
224,Trey Rangers,BN,,,Right,2B
226,Phil Coulson,BC,,,Left,3B
231,Sadler Oriole,BC,,,Right,CF
232,Jake Blee,BP,,,Right,RF
233,Johnny Dickshot,BP,,,Right,1B
237,Levi Pyram,BC,BB,B,Right,P
241,Jay Money,BC,,,Right,1B
242,Charles Lindberg,BP,,,Left,3B
267,"Jake ""JP"" Panik",BP,,,Left,SS
273,Max Wasson,BC,,,Right,2B
274,Tsar Zaar,BC,,,Right,3B
284,Hudson Hildebrandt,BP,BF,B,Right,P
286,Oliver Yu,BN,BB,B,Right,P
287,KC Bats,BN,,,Right,C
290,Miguel Snow,BP,,,Right,3B
300,Conrad Love,BN,,,Left,CF
303,Jimmy Johns,BC,,,Left,CF
307,Gare Doctor,BN,,,Right,C
310,Jameson Poe,BP,,,Right,1B
312,Splash Nelson,BC,,,Right,2B
314,Lance Lummox,BN,,,Right,SS
336,Darth Vader,BN,BS,B,Right,P
344,Mongster Mash,BN,,,Right,3B
346,Hunter Tuzero,BP,,,Right,LF
350,Lightning Balls,BC,,,Right,RF
359,Dark Bobman,BC,,,Right,2B
395,S.A.R. Dinka,BC,BF,B,Right,P
396,Mylo Grams,BC,,,Right,C
397,Quentin Adams,BP,,,Right,C
400,Graham Grams,BC,,,Left,2B
410,Victor Justice,BN,,,Left,CF
429,Kid Notcher,BC,,,Right,2B
445,Mike Honcho,BN,,,Right,3B
446,Thomas Berry,BC,,,Right,CF
453,Red Trapper,BP,,,Left,1B
457,Buck Cheeks,BP,,,Left,CF
1961,Grey Goose McGillicuddy,BC,BS,B,Right,CF
1966,Rob Pancakes,BC,BS,B,Left,P
1968,Ludd Van Shark,BN,,,Right,2B
1972,Bernie Petrol,BN,,,Right,SS
1982,Art Zyz,BC,,,Left,C
1983,Jasper Orbit,BC,,,Left,2B
1984,Jimbo Fishy,BC,,,Right,3B
1988,H.B. Boink,BC,,,Right,SS
1989,C.J. Bastian,BP,,,Left,CF
1992,Rory Nipponsteer,BP,,,Right,RF
2001,Holden Ryder,BP,,,Right,C
2006,Xavier Crowbar,BN,,,Right,2B
2010,Cambo Dia,BC,,,Left,CF
2011,Kyle Mack,BC,,,Right,2B
2014,Rico Veringhipster,BC,,,Left,SS
2015,S.K. Brettbug,BC,,,Left,CF
2019,Bartholemew Masters,BN,BS,B,Left,P
2021,Baxter Payne,BN,,,Right,RF
2025,Blue Moon Barthelemy,BN,,,Right,LF
2030,Chad Barrett,BN,,,Right,RF
2032,Chester Facto,BC,,,Right,SS
2033,Cook Froster,BC,,,Right,LF
2037,Trey Paste,BC,,,Right,SS
2039,Conor McRedgor,BC,,,Right,RF
2040,Gene Hennig,BC,,,Right,2B
2042,Brandon Aconi,BC,,,Right,SS
2051,Bo Kinsella,BN,,,Right,1B
2052,Donnie Lindsanity,BP,,,Right,LF
2053,Larry Wayne,BP,,,Right,SS
2055,Herrera O'Doubles,BC,,,Left,CF
2059,Nathaniel Booth,BP,,,Left,3B
2060,Pip Squires,BC,,,Right,CF
2062,James Earl Pwns,BP,,,Right,RF
2063,James Maso,BC,,,Right,1B
2065,Sonny Streaker,BC,BF,B,Right,P
2066,Randy Nummer,BN,,,Left,LF
2070,Johnny Hopkins,BN,,,Left,3B
2073,Mike Anderson,BC,,,Right,C
2078,Brent Royal,BP,,,Left,3B
2088,Martin Barnar,BP,,,Right,3B
2089,Valentino Rollin,BP,,,Left,1B
2091,Big Tuna,BN,BB,B,Right,P
2095,Boaty McBoatface,BN,,,Right,RF
2096,Bobson Dugnutt,BC,,,Right,C
2101,Burt Maclin,BP,,,Left,C
2103,Caleb VanVacter,BP,,,Right,1B
2107,Chocolate Smegma,BC,,,Left,LF
2108,Chris Keebler,BN,,,Right,RF
2114,Daz Reference,BN,,,Right,LF
2124,Shiny Tenson,BN,,,Right,3B
2125,Travis Hanky,BN,,,Left,1B
2126,Mike Cal,BC,,,Right,SS
2127,C.W. Mitzel,BC,,,Left,RF
2128,Twinkie Power,BN,,,Left,C
2129,Tim Burr,BC,BF,B,Right,P
2132,I.M. Organic,BP,,,Right,1B
2136,Garrett Ipnov,BC,,,Right,RF
2139,Graham Othrie,BP,,,Right,SS
2143,Jason Girth,BP,,,Right,LF
2147,Sal Shark,BN,BB,B,Right,P
2151,Jay Bedia,BP,BS,B,Left,P
2166,Lemmy Fraser,BN,,,Right,C
2184,Villar Porn,BN,,,Right,1B
2186,Lefty Schweez,BC,,,Left,1B
2201,Humphrey Carter,BN,,,Left,3B
2202,Jacques Blaque,BN,,,Right,LF
2203,Rusty LaRue,BN,,,Left,LF
2271,Ricky Steele,BN,POS,,Right,CF
2345,Timothy Moyer,BN,BB,B,Left,P
3275,Luis Flemus,BN,,,Left,1B
3276,Junks Tandem,BN,BS,B,Right,P
3277,Hashcoin Shitstorm,BP,,,Right,1B
3278,Jay Lupp,BC,,,Left,1B
3279,Justin Virga,BC,,,Right,C
3280,Rupert Apple,BN,,,Right,3B
3281,Obi-Wan Canoli,BN,,,Right,RF
3282,falcs51,BC,,,Right,CF
3283,Rick Gymnast,BC,,,Right,CF
3284,John C. Johnson,BN,,,Right,LF
3285,Clark Web,BN,,,Left,LF
3286,Art Inova,BP,,,Left,1B
3287,Bix Kayne,BC,,,Right,LF
3288,Hyper Scoops,BN,,,Right,C
3289,Khalil Underscore,BP,,,Right,C
3290,Aaron Range,BC,,,Left,CF
3291,I.M. Robbot,BN,,,Right,2B
3292,William Constantine,BP,,,Right,2B
3293,Yacob Yevans,BN,BS,B,Left,P
3294,Matt Carver,BC,BS,B,Left,P
3295,Cy Hadd,BP,BS,B,Right,P
3477,Achme Ineye,BN,,,Right,1B
3478,Smooth Tyl,BN,,,Right,P
3479,Cold Honkey,BN,,,Right,DH
3480,Fake Love,BN,,,Left,P
3481,E.C. Sluver,BN,,,Right,3B
3482,Muppet Pastor,BN,,,Right,DH
3483,J. Mendelson,BN,,,Right,DH
3484,M. Newman,BN,,,Right,DH
3485,A.M. Cereal,BN,,,Right,RF
3486,Len Monz,BN,,,Right,DH
3487,Unknown Nasty,BN,,,Right,DH
