G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
8,31.0,129,27,19,19,13,0,2,16,7,9,17,11,34,11,0,3.6774193548387095,1.2903225806451613,5.225806451612903,1.3548387096774193,2.5161290322580645,3.096774193548387,1.2307692307692308,0.23275862068965517,0.31007751937984496,0.5172413793103449,0.8273188986901898,0.21505376344086022,0.05426356589147287,0.12403100775193798,0.10077519379844961,0.40789473684210525,0.5921052631578947,0.6888888888888889,252.84375,-2.0988229692343108,0.35090000000000005,116,0,0,10,1,31,45,0,1,0.0,FP-B,S7,109,HOU,False,HOU,4.334566492641381,31.333333333333332,91,16.667335867324276,6.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.3333333333333333,0.712002550087988
4,12.0,53,13,8,8,6,0,1,14,2,5,5,2,8,5,0,4.0,1.5833333333333333,6.5,1.0,3.0,7.0,2.3333333333333335,0.2765957446808511,0.3584905660377358,0.5531914893617021,0.911682055399438,0.3548387096774194,0.03773584905660377,0.2641509433962264,0.11320754716981132,0.35,0.65,0.5384615384615384,247.4814814814815,-0.7725517410680569,0.08049999999999985,47,0,0,5,1,7,13,0,2,0.0,BS-B,S7,111,HOU,False,HOU,2.5066095033940687,11.666666666666666,104,7.077993659096059,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.283552642461236
7,32.0,130,29,19,19,8,0,1,51,9,12,6,12,15,9,0,3.5625,1.15625,5.4375,1.6875,1.5,9.5625,6.375,0.23770491803278687,0.2846153846153846,0.5409836065573771,0.8255989911727617,0.3225806451612903,0.06923076923076923,0.3923076923076923,0.06153846153846154,0.45454545454545453,0.5454545454545454,0.8333333333333334,259.35114503816794,-1.6865168414675256,0.2295000000000001,122,0,0,6,2,20,24,1,1,0.5,TT-H,S7,112,HOU,False,HOU,2.3920261700607357,31.666666666666668,97,18.0,6.0,4.0,3.0,1.0,3.0,3.0,0.0,0.0,0.5,0.6746643423746006
1,1.3333333333333333,4,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,4.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6666666666666666,0.3333333333333333,2.0,334.0,-1.0525231838038935,0.12139999999999998,4,0,0,0,0,2,1,0,0,,EG-H,S7,117,HOU,False,HOU,-0.3267238299392643,2.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12082193863355391
7,24.333333333333332,104,32,10,10,7,1,0,14,2,18,14,14,16,7,0,2.4657534246575343,1.6027397260273974,7.890410958904111,0.49315068493150693,1.7260273972602742,3.4520547945205484,2.0,0.32989690721649484,0.375,0.5360824742268041,0.9110824742268041,0.37037037037037035,0.019230769230769232,0.1346153846153846,0.0673076923076923,0.603448275862069,0.39655172413793105,1.5217391304347827,246.35576923076923,-5.733570422366981,0.11759999999999995,97,0,0,10,2,35,23,0,1,0.0,TD-H,S7,130,KCR,False,KCR,1.954098087868955,24.0,67,9.312641780953644,6.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.5,0.9781671688189764
6,21.333333333333332,107,29,24,24,20,0,2,17,7,17,8,10,17,6,0,6.75,2.296875,8.15625,1.96875,5.625,4.78125,0.85,0.3372093023255814,0.45794392523364486,0.6511627906976745,1.1091067159313193,0.3492063492063492,0.06542056074766354,0.1588785046728972,0.18691588785046728,0.5,0.5,1.0,212.65740740740742,9.169573094427655,-0.8319,86,1,0,4,1,23,23,3,1,0.75,NT-S,S7,131,NYY,False,NYY,6.657651170060736,21.333333333333332,150,18.652494126875677,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.25,-0.5004699676706137
11,15.666666666666666,61,10,5,5,8,2,0,6,2,2,7,11,14,5,0,1.9148936170212767,1.148936170212766,3.8297872340425534,0.7659574468085107,3.063829787234043,2.297872340425532,0.75,0.18867924528301888,0.29508196721311475,0.4339622641509434,0.7290442313640582,0.17777777777777778,0.03278688524590164,0.09836065573770492,0.13114754098360656,0.525,0.475,1.105263157894737,275.1803278688525,-5.1539505039206315,0.20869999999999994,53,0,0,5,1,21,19,1,1,0.5,FP-H,S7,134,ARI,False,ARI,3.598808084954353,17.666666666666668,51,5.217014733195311,0.0,9.0,0.0,0.0,3.0,1.0,1.0,0.0,0.75,0.7528317592528226
7,20.0,85,22,14,14,3,0,0,24,7,5,7,7,17,5,0,4.2,1.25,6.6000000000000005,2.0999999999999996,0.8999999999999999,7.199999999999999,8.0,0.2682926829268293,0.29411764705882354,0.6463414634146342,0.9404591104734576,0.29411764705882354,0.08235294117647059,0.2823529411764706,0.03529411764705882,0.3888888888888889,0.6111111111111112,0.6363636363636364,246.63855421686748,2.1607429589004425,-0.7822999999999998,82,0,0,10,0,14,22,0,0,,BS-H,S7,146,LAD,False,LAD,3.773276170060736,21.333333333333332,109,13.520406560135765,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1147801344897025
8,33.333333333333336,130,30,17,17,10,0,0,9,7,13,14,12,17,38,0,3.0599999999999996,1.2,5.3999999999999995,1.26,1.7999999999999998,1.6199999999999997,0.9,0.2542372881355932,0.3076923076923077,0.5338983050847458,0.8415906127770535,0.22115384615384615,0.05384615384615385,0.06923076923076923,0.07692307692307693,0.375,0.625,0.6,261.0827067669173,-3.566483594207492,0.8140000000000003,118,2,0,8,2,33,55,1,3,0.25,WC-H,S7,149,PHI,False,PHI,4.263276170060736,33.666666666666664,77,15.217014733195311,4.0,7.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.8626610176485972
1,0.6666666666666666,4,2,2,2,0,0,0,1,1,1,0,0,1,0,0,18.0,3.0,18.0,9.0,0.0,9.0,,0.5,0.5,1.25,1.75,0.5,0.25,0.25,0.0,0.0,1.0,0.0,153.5,1.557466302410078,-0.12499999999999999,4,0,0,0,0,0,1,0,0,,TT-H,S7,152,SEA,False,SEA,17.673276170060735,0.6666666666666666,514,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14017700998784327
3,2.3333333333333335,8,1,1,1,0,0,0,1,1,0,1,1,3,1,0,2.571428571428571,0.42857142857142855,2.571428571428571,2.571428571428571,0.0,2.571428571428571,,0.125,0.125,0.5,0.625,0.0,0.125,0.125,0.0,0.3333333333333333,0.6666666666666666,0.5,274.5,-0.6672920366227851,0.1378,8,0,0,0,0,2,4,0,0,,FP-H,S7,163,LAD,False,LAD,5.88756188434645,4.0,43,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09786844416860763
12,37.0,164,43,22,22,21,1,0,24,7,22,21,16,32,7,0,3.5675675675675675,1.7297297297297298,6.972972972972972,1.135135135135135,3.4054054054054053,3.891891891891892,1.1428571428571428,0.3028169014084507,0.3902439024390244,0.5492957746478874,0.9395396770869118,0.32142857142857145,0.042682926829268296,0.14634146341463414,0.12804878048780488,0.5301204819277109,0.46987951807228917,1.1282051282051282,242.94578313253012,-3.494570042108699,0.4091000000000001,142,1,0,14,0,44,39,0,4,0.0,NT-B,S7,165,LAD,False,LAD,4.038141034925601,37.333333333333336,71,15.518533843249967,5.0,7.0,2.0,0.0,3.0,4.0,1.0,1.0,0.42857142857142855,0.9878114345906166
8,28.333333333333332,117,29,17,17,7,0,0,8,8,10,14,16,29,14,0,3.6,1.2705882352941178,6.141176470588237,1.6941176470588235,1.4823529411764707,1.6941176470588235,1.1428571428571428,0.26851851851851855,0.3076923076923077,0.6018518518518519,0.9095441595441596,0.22340425531914893,0.06837606837606838,0.06837606837606838,0.05982905982905983,0.44155844155844154,0.5584415584415584,0.7906976744186046,256.5508474576271,-4.095576077547399,0.05699999999999994,108,2,0,10,1,34,43,1,0,1.0,FP-S,S7,166,SFG,False,SFG,5.020334993590147,29.666666666666668,97,16.819827007031325,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.6,0.8649690001598032
8,21.0,82,18,13,13,2,0,0,17,8,4,9,8,22,6,0,3.7142857142857144,0.9523809523809523,5.142857142857142,2.2857142857142856,0.5714285714285714,4.857142857142858,8.5,0.225,0.24390243902439024,0.6,0.8439024390243902,0.18181818181818182,0.0975609756097561,0.2073170731707317,0.024390243902439025,0.37777777777777777,0.6222222222222222,0.6071428571428571,264.66265060240966,-0.841126146718165,0.028699999999999934,80,0,0,6,0,17,28,0,1,0.0,FP-S,S7,195,LAA,False,LAA,4.792323789108355,21.666666666666668,97,12.226398195629972,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.4032898298616899
7,23.666666666666668,102,25,14,14,12,0,2,13,8,9,15,11,18,8,0,3.549295774647887,1.5633802816901408,6.338028169014084,2.028169014084507,3.0422535211267605,3.2957746478873235,1.0833333333333333,0.2777777777777778,0.3627450980392157,0.6666666666666666,1.0294117647058822,0.2463768115942029,0.0784313725490196,0.12745098039215685,0.11764705882352941,0.543859649122807,0.45614035087719296,1.1923076923076923,242.31,-1.3002843734413583,0.11479999999999999,90,0,0,5,3,31,26,1,1,0.5,EN-S,S7,198,STL,False,STL,5.99017757851144,24.0,111,15.53358826718873,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.527053753799832
10,34.666666666666664,138,33,16,16,7,0,0,34,5,17,15,16,21,12,0,2.7692307692307696,1.153846153846154,5.711538461538462,0.8653846153846154,1.2115384615384617,5.884615384615385,4.857142857142857,0.25384615384615383,0.2898550724637681,0.4846153846153846,0.7744704570791527,0.30434782608695654,0.036231884057971016,0.2463768115942029,0.050724637681159424,0.5217391304347826,0.4782608695652174,1.0909090909090908,268.37410071942446,-6.932227992442222,0.6105,130,1,0,7,4,36,33,0,1,0.0,BS-B,S7,212,CLE,False,CLE,1.6925069392915049,35.666666666666664,56,11.628979883111036,7.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.4,1.2303746979783994
12,16.333333333333332,68,12,2,2,8,0,0,13,0,6,2,4,8,20,0,0.7346938775510204,1.2244897959183674,4.408163265306123,0.0,2.938775510204082,4.775510204081633,1.625,0.20689655172413793,0.29411764705882354,0.3275862068965517,0.6217038539553752,0.2553191489361702,0.0,0.19117647058823528,0.11764705882352941,0.2,0.8,0.25,261.0,-8.511418070411093,1.0404,58,2,0,5,1,7,28,1,0,1.0,WC-S,S7,217,MIL,False,MIL,1.050827190468899,18.0,26,2.7447143516617136,0.0,11.0,0.0,0.0,2.0,2.0,5.0,0.0,0.5,1.1158253513449066
9,16.666666666666668,70,24,13,13,3,0,0,4,5,8,14,14,7,4,0,4.68,1.6199999999999999,8.64,1.7999999999999998,1.08,1.44,1.3333333333333333,0.3582089552238806,0.38571428571428573,0.7611940298507462,1.146908315565032,0.3275862068965517,0.07142857142857142,0.05714285714285714,0.04285714285714286,0.75,0.25,3.0,247.5,3.6774088858008924,-0.4654999999999999,67,0,0,10,1,33,11,2,2,0.5,EG-B,S7,219,CHC,False,CHC,5.133276170060736,16.333333333333332,148,14.142325318169332,3.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.6666666666666666,-0.09527253414970956
1,3.6666666666666665,18,6,5,5,3,3,0,1,2,2,2,1,5,0,0,8.181818181818182,2.4545454545454546,9.818181818181818,3.2727272727272734,4.909090909090909,1.6363636363636367,0.3333333333333333,0.4,0.5,1.0,1.5,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.5,0.5,1.0,204.13333333333333,2.6817581738944467,-0.4332,15,0,0,1,1,5,5,0,0,,NH-H,S7,227,SEA,False,SEA,10.173276170060735,4.0,214,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1981125262502042
7,29.0,121,27,17,17,13,0,0,12,3,18,18,19,24,8,0,3.5172413793103448,1.3793103448275863,5.586206896551724,0.6206896551724138,2.689655172413793,2.4827586206896552,0.9230769230769231,0.25471698113207547,0.3305785123966942,0.42452830188679247,0.7551068142834867,0.25806451612903225,0.024793388429752067,0.09917355371900827,0.10743801652892562,0.5675675675675675,0.43243243243243246,1.3125,253.936,-1.071845369960099,0.10990000000000014,106,2,0,3,3,42,32,5,1,0.8333333333333334,TD-H,S7,235,NYM,False,NYM,3.035345135577977,29.333333333333332,83,14.22653538129586,6.0,4.0,3.0,1.0,5.0,2.0,0.0,0.0,0.7142857142857143,0.5781655496542376
6,12.666666666666666,61,20,13,13,7,2,0,7,0,11,3,12,9,3,0,6.157894736842105,2.1315789473684212,9.473684210526315,0.0,3.3157894736842106,3.3157894736842106,1.0,0.38461538461538464,0.4426229508196721,0.6153846153846154,1.0580075662042876,0.425531914893617,0.0,0.11475409836065574,0.11475409836065574,0.6129032258064516,0.3870967741935484,1.5833333333333333,230.1639344262295,4.159099010545408,-0.6404000000000001,52,2,0,6,3,19,12,2,0,1.0,EG-H,S7,256,BOS,False,BOS,1.7259077490081043,13.666666666666666,140,11.165880438280306,1.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.4,-0.17847319219378138
7,10.333333333333334,47,14,9,9,4,0,1,7,1,4,7,4,7,4,0,5.225806451612903,1.7419354838709677,8.129032258064516,0.5806451612903225,2.32258064516129,4.064516129032258,1.75,0.3333333333333333,0.3829787234042553,0.6904761904761905,1.073454913880446,0.37142857142857144,0.02127659574468085,0.14893617021276595,0.0851063829787234,0.5416666666666666,0.4583333333333333,1.1818181818181819,246.38297872340425,4.877693566318966,-0.7188000000000001,42,1,0,6,3,13,11,1,0,1.0,BS-B,S7,258,2TM,False,SEA,2.2377922990929937,13.0,86,6.506184405352803,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.30482631865721305
6,7.666666666666667,34,11,7,7,1,0,0,6,1,3,7,1,5,3,0,5.478260869565217,1.5652173913043477,8.608695652173912,0.7826086956521738,0.7826086956521738,4.695652173913043,6.0,0.34375,0.35294117647058826,0.71875,1.0716911764705883,0.38461538461538464,0.029411764705882353,0.17647058823529413,0.029411764705882353,0.5294117647058824,0.47058823529411764,1.125,246.34285714285716,3.8810104397921954,-0.6883000000000001,32,1,0,5,2,9,8,1,0,1.0,BS-B,S7,258,KCR,True,KCR,1.6950153004955184,10.0,77,4.506184405352803,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.25575927182732083
1,2.6666666666666665,13,3,2,2,3,0,1,1,0,1,0,3,2,1,0,4.5,2.25,6.75,0.0,6.75,2.25,0.3333333333333333,0.3,0.46153846153846156,0.6,1.0615384615384615,0.3333333333333333,0.0,0.07692307692307693,0.23076923076923078,0.5714285714285714,0.42857142857142855,1.3333333333333333,246.5,0.9966831265267704,-0.0305,10,0,0,1,1,4,3,0,0,,BS-B,S7,258,SEA,True,SEA,3.7982761700607357,3.0,114,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049067046829892234
10,36.666666666666664,152,41,20,20,8,0,0,14,6,10,27,34,14,14,0,3.272727272727273,1.3363636363636364,6.709090909090909,0.9818181818181818,1.309090909090909,2.290909090909091,1.75,0.2867132867132867,0.3223684210526316,0.6153846153846154,0.9377530364372471,0.28225806451612906,0.039473684210526314,0.09210526315789473,0.05263157894736842,0.7083333333333334,0.2916666666666667,2.4285714285714284,267.1381578947368,-3.744238500693437,0.5209000000000001,143,1,0,21,4,68,28,0,0,,EG-H,S7,265,MIN,False,MIN,3.1914579882425542,38.333333333333336,90,20.217014733195313,6.0,7.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.9660694196895967
8,13.333333333333334,62,20,11,11,2,0,0,17,4,7,3,6,13,1,0,4.95,1.65,9.0,1.7999999999999998,0.8999999999999999,7.6499999999999995,8.5,0.3333333333333333,0.3548387096774194,0.7,1.0548387096774192,0.41025641025641024,0.06451612903225806,0.27419354838709675,0.03225806451612903,0.391304347826087,0.6086956521739131,0.6428571428571429,230.67741935483872,3.2950012540850695,-0.10119999999999989,60,0,0,8,1,9,14,0,0,,BS-B,S7,270,TBR,False,TBR,2.9732761700607355,13.666666666666666,113,9.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,0.6666666666666666,-0.08817101148445636
6,7.666666666666667,31,6,4,4,3,0,0,2,1,1,7,7,4,2,0,3.1304347826086953,1.1739130434782608,4.695652173913043,0.7826086956521738,2.3478260869565215,1.5652173913043477,0.6666666666666666,0.21428571428571427,0.2903225806451613,0.5,0.7903225806451613,0.2,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.7142857142857143,0.2857142857142857,2.5,293.64516129032256,-0.9545070438237948,0.4953000000000001,28,0,0,3,1,15,6,0,0,,TD-S,S7,275,CWS,False,CWS,3.521102257017257,8.666666666666666,65,3.270179290157336,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.5,0.21611526134440479
4,10.333333333333334,42,11,5,5,1,0,0,2,2,5,2,3,9,14,0,2.9032258064516125,1.161290322580645,6.387096774193548,1.161290322580645,0.5806451612903225,1.161290322580645,2.0,0.275,0.2857142857142857,0.525,0.8107142857142857,0.24324324324324326,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.20689655172413793,0.7931034482758621,0.2608695652173913,246.8095238095238,-0.19718137473168612,0.12009999999999998,40,1,0,4,0,6,23,0,0,,WC-B,S7,282,PHI,False,PHI,3.592631008770413,11.0,91,5.860978925900747,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.18319915013139643
8,18.666666666666668,90,20,16,16,17,0,0,24,7,6,4,5,10,10,0,5.142857142857142,1.982142857142857,6.428571428571429,2.25,5.464285714285714,7.7142857142857135,1.411764705882353,0.2777777777777778,0.4111111111111111,0.7083333333333334,1.1194444444444445,0.30952380952380953,0.07777777777777778,0.26666666666666666,0.18888888888888888,0.3548387096774194,0.6451612903225806,0.55,226.44086021505376,5.208065172255035,-1.2618999999999998,72,1,0,4,3,11,20,2,1,0.6666666666666666,TT-H,S7,284,CWS,False,CWS,6.208990455775021,18.666666666666668,150,16.35869446463769,6.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.25,-0.17049006152930102
8,29.0,119,30,11,11,9,0,0,20,6,20,5,23,21,11,0,2.2758620689655173,1.3448275862068966,6.206896551724139,1.2413793103448276,1.8620689655172415,4.137931034482759,2.2222222222222223,0.2727272727272727,0.3277310924369748,0.4818181818181818,0.8095492742551567,0.2857142857142857,0.05042016806722689,0.16806722689075632,0.07563025210084033,0.5151515151515151,0.48484848484848486,1.0625,263.61475409836066,-6.915411370086691,-0.12110000000000001,110,0,0,3,1,34,32,3,1,0.75,BS-H,S7,296,NYM,False,NYM,3.414655480405563,30.0,62,10.844875424839675,5.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,1.1547373395403144
