G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,RE24,WPA,WAR,GB_outs,FB_outs,nPA,nAB,nH,nTB,nBB,nSF,nSH,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,OPS+,Avg Diff,nOBP,nSLG,Season,Team
16,399.0,354.0,97.0,49.0,46.0,33.0,3.0,15.0,181.0,51.0,43.0,0.0,69.0,0.0,7.0,0.0,0.0,2.0,14.0,47.0,51.0,51.0,41.0,0.0,-8.163286553737555,-0.8072999999999999,0.7455139733158774,112.0,94.0,399.0,356.0,97.0,181.0,41.0,2.0,0.0,0.2740112994350282,0.3508771929824561,0.5112994350282486,0.8621766280107047,0.23728813559322037,0.3014705882352941,1.0,0.03759398496240601,0.17293233082706766,0.10776942355889724,0.5436893203883495,0.4563106796116505,1.1914893617021276,94.0,250.72333366844273,0.3458646616541353,0.5084269662921348,S7,HOU
16,409.0,380.0,113.0,58.0,52.0,27.0,13.0,21.0,229.0,61.0,20.0,1.0,64.0,3.0,5.0,1.0,0.0,9.0,12.0,48.0,48.0,74.0,42.0,0.0,-5.468413710726196,0.2725999999999996,1.0541451831480821,108.0,125.0,409.0,378.0,109.0,226.0,23.0,8.0,0.0,0.29736842105263156,0.3251833740831296,0.6026315789473684,0.927814953030498,0.30526315789473685,0.3026315789473684,0.8333333333333334,0.05134474327628362,0.15647921760391198,0.0488997555012225,0.463519313304721,0.5364806866952789,0.864,103.0,249.28785167501792,0.32273838630806845,0.5978835978835979,S7,KCR
16,425.0,376.0,114.0,65.0,56.0,30.0,8.0,20.0,220.0,65.0,47.0,0.0,84.0,0.0,6.0,2.0,0.0,2.0,12.0,30.0,33.0,74.0,43.0,0.0,5.571040108769543,0.8079000000000004,2.220720845947365,75.0,119.0,425.0,373.0,110.0,218.0,50.0,2.0,0.0,0.30319148936170215,0.3788235294117647,0.5851063829787234,0.9639299123904881,0.28191489361702127,0.34306569343065696,0.75,0.047058823529411764,0.1976470588235294,0.11058823529411765,0.3865979381443299,0.6134020618556701,0.6302521008403361,116.0,234.5625987601799,0.3764705882352941,0.5844504021447721,S7,LAA
16,377.0,337.0,80.0,36.0,39.0,24.0,4.0,13.0,151.0,35.0,36.0,2.0,49.0,1.0,0.0,1.0,0.0,4.0,14.0,69.0,45.0,68.0,30.0,0.0,-24.29612322248401,-1.7251999999999998,-0.9538863297271186,128.0,102.0,377.0,335.0,76.0,141.0,38.0,4.0,0.0,0.23738872403560832,0.3076923076923077,0.44807121661721067,0.7557635243095184,0.21068249258160235,0.24014336917562723,0.0,0.034482758620689655,0.129973474801061,0.09549071618037135,0.5565217391304348,0.4434782608695652,1.2549019607843137,65.0,265.35447926559044,0.30238726790450926,0.4208955223880597,S7,LAD
16,401.0,358.0,97.0,44.0,54.0,25.0,5.0,13.0,171.0,44.0,38.0,0.0,72.0,1.0,23.0,10.0,1.0,4.0,12.0,44.0,42.0,75.0,32.0,0.0,-18.997412998333072,-1.5620999999999998,-0.33006988603746057,98.0,111.0,401.0,359.0,96.0,176.0,38.0,3.0,1.0,0.2709497206703911,0.3375,0.4776536312849162,0.8151536312849162,0.20670391061452514,0.30324909747292417,0.696969696969697,0.032418952618453865,0.17955112219451372,0.09476309226932668,0.4688995215311005,0.5311004784688995,0.8828828828828829,87.0,250.92351213892326,0.335,0.49025069637883006,S7,MIA
16,375.0,348.0,77.0,43.0,36.0,12.0,8.0,21.0,168.0,44.0,25.0,1.0,80.0,0.0,0.0,0.0,0.0,2.0,12.0,47.0,66.0,57.0,23.0,0.0,-18.22555525548737,-1.6338,-0.3546583181336683,125.0,82.0,375.0,352.0,76.0,164.0,20.0,3.0,0.0,0.22126436781609196,0.272,0.4827586206896552,0.7547586206896553,0.2614942528735632,0.2248995983935743,0.0,0.056,0.21333333333333335,0.06666666666666667,0.6038647342995169,0.3961352657004831,1.524390243902439,60.0,271.0486222222222,0.256,0.4659090909090909,S7,MIL
16,425.0,387.0,117.0,60.0,54.0,32.0,6.0,25.0,236.0,68.0,35.0,0.0,75.0,0.0,4.0,6.0,0.0,3.0,18.0,42.0,44.0,56.0,56.0,0.0,-3.9536365779022793,0.5457999999999998,1.268253177280183,104.0,115.0,425.0,388.0,115.0,238.0,35.0,2.0,0.0,0.3023255813953488,0.35764705882352943,0.6098191214470284,0.9674661802705579,0.3074935400516796,0.31724137931034485,0.4,0.058823529411764705,0.17647058823529413,0.08235294117647059,0.4748858447488584,0.5251141552511416,0.9043478260869565,115.0,244.08711885815333,0.35294117647058826,0.6134020618556701,S7,MIN
16,385.0,346.0,91.0,60.0,34.0,29.0,7.0,21.0,197.0,60.0,34.0,2.0,57.0,7.0,0.0,0.0,0.0,5.0,13.0,43.0,54.0,69.0,37.0,0.0,-1.3103453772669675,-0.03909999999999979,1.3760065952194407,110.0,111.0,385.0,342.0,87.0,190.0,39.0,4.0,0.0,0.2630057803468208,0.3246753246753247,0.569364161849711,0.8940394865250356,0.30635838150289013,0.2564102564102564,0.0,0.05454545454545454,0.14805194805194805,0.08831168831168831,0.497737556561086,0.502262443438914,0.990990990990991,97.0,250.15563645020333,0.32727272727272727,0.5555555555555556,S7,MTL
16,411.0,370.0,131.0,75.0,80.0,25.0,6.0,20.0,228.0,74.0,37.0,2.0,49.0,0.0,3.0,1.0,0.0,4.0,17.0,42.0,49.0,59.0,44.0,0.0,18.766145479265806,3.3159,3.4854298872534955,108.0,107.0,411.0,370.0,128.0,228.0,37.0,4.0,0.0,0.35405405405405405,0.40875912408759124,0.6162162162162163,1.0249753403038075,0.2621621621621622,0.3639344262295082,0.75,0.04866180048661801,0.1192214111922141,0.09002433090024331,0.5023255813953489,0.49767441860465117,1.0093457943925233,130.0,238.207624482894,0.40145985401459855,0.6162162162162163,S7,NYM
16,410.0,372.0,104.0,63.0,37.0,38.0,11.0,18.0,218.0,65.0,34.0,0.0,88.0,4.0,1.0,1.0,1.0,3.0,7.0,45.0,34.0,60.0,44.0,0.0,2.774444744512632,0.7374,1.8823454212250712,86.0,107.0,410.0,370.0,100.0,216.0,36.0,3.0,1.0,0.27956989247311825,0.3374083129584352,0.5860215053763441,0.9234298183347793,0.30645161290322587,0.31970260223048325,0.5,0.04390243902439024,0.2146341463414634,0.08292682926829269,0.44559585492227977,0.5544041450777202,0.8037383177570093,103.0,240.97452083124998,0.33251833740831294,0.5837837837837838,S7,NYY
16,427.0,381.0,110.0,70.0,56.0,24.0,7.0,23.0,217.0,71.0,42.0,8.0,76.0,0.0,1.0,2.0,2.0,2.0,14.0,36.0,50.0,79.0,32.0,0.0,4.531586289273807,1.3324999999999998,2.1246042491040056,100.0,113.0,427.0,384.0,110.0,216.0,38.0,3.0,2.0,0.2887139107611549,0.35764705882352943,0.5695538057742782,0.9272008645978076,0.2808398950131233,0.30633802816901406,0.3333333333333333,0.053864168618266976,0.17798594847775176,0.09836065573770492,0.4694835680751174,0.5305164319248826,0.8849557522123894,104.0,248.14475739648628,0.34823529411764703,0.5625,S7,OAK
16,371.0,322.0,94.0,67.0,38.0,25.0,5.0,26.0,207.0,68.0,45.0,1.0,77.0,3.0,5.0,5.0,0.0,4.0,17.0,43.0,33.0,52.0,27.0,0.0,12.538003222111506,3.3365,2.7060399594137916,93.0,83.0,371.0,323.0,93.0,202.0,45.0,3.0,0.0,0.2919254658385093,0.3746630727762803,0.6428571428571429,1.0175202156334233,0.3509316770186336,0.30493273542600896,0.5,0.07008086253369272,0.20754716981132076,0.12129380053908356,0.5284090909090909,0.4715909090909091,1.1204819277108433,122.0,242.14549318851277,0.3719676549865229,0.6253869969040248,S7,PHI
16,418.0,378.0,104.0,50.0,45.0,34.0,7.0,18.0,206.0,52.0,35.0,2.0,85.0,7.0,7.0,8.0,1.0,4.0,12.0,42.0,40.0,75.0,36.0,0.0,-15.43673612484395,-1.8818,0.09254247471426824,94.0,115.0,418.0,380.0,104.0,204.0,33.0,4.0,1.0,0.2751322751322751,0.3333333333333333,0.544973544973545,0.8783068783068784,0.2698412698412699,0.30824372759856633,0.4666666666666667,0.0430622009569378,0.20334928229665072,0.08373205741626795,0.44976076555023925,0.5502392344497608,0.8173913043478261,94.0,249.00089754233372,0.328537170263789,0.5368421052631579,S7,PIT
16,391.0,350.0,106.0,66.0,58.0,29.0,4.0,15.0,188.0,66.0,36.0,2.0,67.0,0.0,7.0,2.0,0.0,5.0,15.0,47.0,48.0,57.0,30.0,0.0,7.981918925714496,3.3425000000000007,2.328719380836228,110.0,92.0,391.0,349.0,102.0,183.0,38.0,4.0,0.0,0.3028571428571429,0.3631713554987212,0.5371428571428571,0.9003142126415784,0.23428571428571426,0.3333333333333333,0.7777777777777778,0.03836317135549872,0.17135549872122763,0.09207161125319693,0.5445544554455446,0.45544554455445546,1.1956521739130435,100.0,253.2795894736842,0.35805626598465473,0.5243553008595988,S7,SDP
16,380.0,350.0,85.0,53.0,31.0,33.0,4.0,17.0,177.0,55.0,29.0,0.0,65.0,3.0,3.0,5.0,0.0,1.0,10.0,41.0,46.0,64.0,50.0,0.0,-8.912329414329188,-1.1711,0.5962362287476843,97.0,115.0,380.0,349.0,82.0,174.0,31.0,0.0,0.0,0.24285714285714285,0.3,0.5057142857142857,0.8057142857142856,0.2628571428571428,0.2527881040892193,0.375,0.04473684210526316,0.17105263157894737,0.07631578947368421,0.45754716981132076,0.5424528301886793,0.8434782608695652,78.0,255.86314653273416,0.29736842105263156,0.498567335243553,S7,SEA
16,434.0,391.0,138.0,69.0,70.0,41.0,11.0,16.0,249.0,72.0,35.0,4.0,67.0,3.0,18.0,9.0,2.0,6.0,11.0,39.0,40.0,64.0,49.0,0.0,8.581486180318011,1.6263,2.556994986080174,90.0,119.0,434.0,390.0,134.0,248.0,36.0,6.0,2.0,0.35294117647058826,0.40046296296296297,0.6368286445012787,1.0372916074642418,0.2838874680306905,0.3885350318471338,0.6666666666666666,0.03686635944700461,0.1543778801843318,0.08064516129032258,0.430622009569378,0.569377990430622,0.7563025210084033,131.0,236.2627660354866,0.39351851851851855,0.6358974358974359,S7,SFG
16,408.0,360.0,105.0,74.0,42.0,26.0,6.0,31.0,236.0,76.0,43.0,2.0,89.0,9.0,1.0,3.0,0.0,5.0,14.0,37.0,44.0,60.0,30.0,0.0,15.413465818611888,2.0412999999999997,3.1384187435287836,95.0,95.0,408.0,358.0,100.0,227.0,44.0,6.0,0.0,0.2916666666666667,0.3627450980392157,0.6555555555555556,1.0183006535947712,0.3638888888888889,0.3020408163265306,0.25,0.07598039215686274,0.2181372549019608,0.1053921568627451,0.5,0.5,1.0,118.0,238.93182687617693,0.35294117647058826,0.6340782122905028,S7,STL
16,395.0,360.0,105.0,71.0,35.0,33.0,4.0,33.0,245.0,71.0,32.0,0.0,63.0,0.0,3.0,5.0,0.0,3.0,6.0,44.0,30.0,68.0,53.0,0.0,12.981918925714494,2.5111,2.844376951048655,80.0,124.0,395.0,359.0,104.0,235.0,33.0,3.0,0.0,0.2916666666666667,0.3468354430379747,0.6805555555555556,1.0273909985935303,0.3888888888888889,0.2696629213483146,0.375,0.08354430379746836,0.15949367088607594,0.0810126582278481,0.39215686274509803,0.6078431372549019,0.6451612903225806,120.0,239.8967060769717,0.3468354430379747,0.6545961002785515,S7,TBR
16,407.0,359.0,108.0,59.0,52.0,30.0,5.0,21.0,211.0,60.0,44.0,4.0,66.0,0.0,12.0,4.0,1.0,3.0,23.0,47.0,40.0,69.0,32.0,0.0,-3.096425274895633,0.25700000000000006,1.283515241624925,110.0,104.0,407.0,362.0,108.0,212.0,39.0,5.0,1.0,0.3008356545961003,0.37438423645320196,0.5877437325905293,0.9621279690437312,0.28690807799442897,0.31636363636363635,0.75,0.051597051597051594,0.16216216216216217,0.10810810810810811,0.514018691588785,0.48598130841121495,1.0576923076923077,112.0,239.7261073255149,0.3620689655172414,0.585635359116022,S7,TEX
16,415.0,370.0,103.0,65.0,46.0,35.0,4.0,18.0,200.0,66.0,41.0,0.0,67.0,0.0,3.0,3.0,0.0,4.0,11.0,64.0,50.0,67.0,23.0,0.0,3.7744447445126292,0.7070999999999995,2.001917383990605,125.0,94.0,415.0,373.0,102.0,197.0,39.0,3.0,0.0,0.27837837837837837,0.3469879518072289,0.5405405405405406,0.8875284923477695,0.2621621621621622,0.29411764705882354,0.5,0.043373493975903614,0.1614457831325301,0.09879518072289156,0.5707762557077626,0.4292237442922374,1.3297872340425532,95.0,247.6983372921615,0.3397590361445783,0.5281501340482574,S7,TOR
