G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
6,14,14,2,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,3,0,6,5,1,0,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.3571428571428571,0.07142857142857142,0.14285714285714285,,0.0,0.0,0.0,0.6,0.4,1.5,310.7142857142857,0.14285714285714285,0.21428571428571427,-2.602701895385681,-0.4223,9,6,BN,S1,224,ARI,True,ARI,-0.21004518953856807
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.75,0.25,3.0,365.3333333333333,0.0,0.0,-2.337405106970324,-0.3082,3,1,BN,S1,224,ATL,True,ATL,-0.2229780106970324
7,22,14,5,1,2,2,1,0,9,4,8,1,2,0,0,1,0,0,1,0,4,2,1,0,0.35714285714285715,0.5909090909090909,0.6428571428571429,1.2337662337662338,0.28571428571428575,0.4166666666666667,0.0,0.0,0.09090909090909091,0.36363636363636365,0.625,0.375,1.6666666666666667,213.63636363636363,0.5909090909090909,0.6428571428571429,2.5888367308594114,0.7573999999999999,5,3,BC,S1,226,ATL,False,ATL,0.33780867308594115
5,14,14,7,1,7,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,4,2,1,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,0.7,0.3,2.3333333333333335,226.64285714285714,0.5,0.5,0.8541487128412499,-0.30860000000000004,7,3,BC,S1,231,ATL,False,ATL,0.135639871284125
7,22,21,6,4,1,3,0,2,15,6,0,0,3,0,0,0,0,1,1,0,4,9,0,0,0.2857142857142857,0.2727272727272727,0.7142857142857143,0.987012987012987,0.4285714285714286,0.23529411764705882,,0.09090909090909091,0.13636363636363635,0.0,0.3333333333333333,0.6666666666666666,0.5,224.77272727272728,0.2727272727272727,0.7142857142857143,0.020806156550479737,0.38400000000000006,5,10,BP,S1,232,ATL,False,ATL,0.08100561565504796
7,17,15,3,2,1,1,0,1,7,3,2,0,3,0,0,0,0,0,0,0,4,5,0,0,0.2,0.29411764705882354,0.4666666666666667,0.7607843137254902,0.26666666666666666,0.18181818181818182,,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.4444444444444444,0.5555555555555556,0.8,242.7058823529412,0.29411764705882354,0.4666666666666667,0.5517010337570394,0.015500000000000014,4,5,BP,S1,233,BAL,False,BAL,0.11615760337570394
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,315.0,0.0,0.0,-1.391304347826087,-0.022000000000000002,0,0,BC,S1,237,TOR,False,TOR,-0.13554293478260868
7,24,20,8,1,7,1,0,0,9,1,4,0,2,1,0,0,0,0,0,0,4,4,2,0,0.4,0.5,0.45,0.95,0.04999999999999999,0.4444444444444444,,0.0,0.08333333333333333,0.16666666666666666,0.4,0.6,0.6666666666666666,218.7391304347826,0.5,0.45,0.7465929568953718,0.21869999999999998,4,6,BC,S1,241,HOU,False,HOU,0.16075929568953717
7,22,19,6,2,2,3,0,1,12,2,2,0,3,0,0,0,0,1,1,0,4,4,3,0,0.3157894736842105,0.36363636363636365,0.631578947368421,0.9952153110047847,0.3157894736842105,0.3125,,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.38461538461538464,0.6153846153846154,0.625,255.6818181818182,0.36363636363636365,0.631578947368421,0.7493619223218184,-0.268,5,8,BP,S1,242,ATL,False,ATL,0.15386119223218184
6,14,14,2,0,2,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,6,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.2,,0.0,0.2857142857142857,0.0,0.25,0.75,0.3333333333333333,260.64285714285717,0.14285714285714285,0.14285714285714285,-2.2793937573008884,-0.29760000000000003,2,6,BP,S1,267,MIN,False,MIN,-0.17771437573008883
3,7,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,2.0,331.7142857142857,0.14285714285714285,0.14285714285714285,-2.4486419853982784,-0.17900000000000002,4,2,BC,S1,273,OAK,False,OAK,-0.21975169853982784
7,17,16,6,1,5,1,0,0,7,1,1,0,1,0,0,0,0,0,0,0,4,5,0,0,0.375,0.4117647058823529,0.4375,0.8492647058823529,0.0625,0.4,,0.0,0.058823529411764705,0.058823529411764705,0.4444444444444444,0.5555555555555556,0.8,234.05882352941177,0.4117647058823529,0.4375,-0.035771352215605456,-0.2443,4,5,BC,S1,274,ARI,False,ARI,0.05741036477843945
1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,1.0,0.0,,406.0,0.0,0.0,-1.0719037001645697,-0.022499999999999996,2,0,BP,S1,284,WAS,False,WAS,-0.09642787001645697
3,5,5,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0.2,0.2,0.2,0.4,0.0,0.25,,0.0,0.2,0.0,0.0,1.0,0.0,230.2,0.2,0.2,-0.00988612836438918,-0.09190000000000001,0,3,BN,S1,286,PHI,False,PHI,0.01694888716356108
6,15,13,5,6,0,2,1,2,15,6,2,1,3,0,0,0,0,0,1,0,2,3,0,0,0.38461538461538464,0.4666666666666667,1.1538461538461537,1.6205128205128205,0.7692307692307692,0.375,,0.13333333333333333,0.2,0.13333333333333333,0.5,0.5,1.0,227.14285714285714,0.4666666666666667,1.1538461538461537,4.805713175078163,0.5673,3,3,BN,S1,287,PHI,False,PHI,0.5343838175078164
5,10,9,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,2,1,0,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,0.5,0.1,0.4,0.6,0.6666666666666666,297.4,0.1,0.0,-4.535099503893332,-0.33990000000000004,2,3,BP,S1,290,2TM,False,PHI,-0.41763495038933324
4,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.7142857142857143,0.0,0.6666666666666666,0.3333333333333333,2.0,333.0,0.0,0.0,-3.2050436298157194,-0.3009,2,1,BP,S1,290,MIN,True,MIN,-0.29539186298157194
1,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,214.33333333333334,0.3333333333333333,0.0,-1.3300558740776132,-0.039,0,2,BP,S1,290,PHI,True,PHI,-0.12224308740776131
7,21,21,9,4,6,3,0,0,12,3,0,0,7,0,0,0,0,0,0,0,1,3,1,0,0.42857142857142855,0.42857142857142855,0.5714285714285714,1.0,0.14285714285714285,0.6428571428571429,,0.0,0.3333333333333333,0.0,0.2,0.8,0.25,215.04761904761904,0.42857142857142855,0.5714285714285714,0.6742171142640719,0.2384,1,4,BN,S1,300,PHI,False,PHI,0.14275921142640718
4,10,10,2,2,1,0,0,1,5,3,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0.2,0.2,0.5,0.7,0.3,0.16666666666666666,,0.1,0.3,0.0,0.6,0.4,1.5,268.0,0.2,0.5,1.0688556343656541,0.1389,3,2,BC,S1,303,PIT,False,PIT,0.1427605634365654
3,7,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,,0.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.6666666666666666,0.5,233.71428571428572,0.42857142857142855,0.0,-0.12682150489344263,0.05519999999999999,1,2,BN,S1,307,PIT,False,PIT,0.012430349510655737
7,21,18,5,4,1,3,0,1,11,2,3,0,2,0,0,0,0,0,2,0,4,6,1,0,0.2777777777777778,0.38095238095238093,0.6111111111111112,0.9920634920634921,0.33333333333333337,0.26666666666666666,,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.46153846153846156,0.5384615384615384,0.8571428571428571,221.71428571428572,0.38095238095238093,0.6111111111111112,-1.3774961243055301,-0.06500000000000003,6,7,BP,S1,310,PIT,False,PIT,-0.06241211243055302
7,18,17,4,1,3,1,0,0,5,2,1,0,3,1,1,0,0,0,0,0,5,4,1,0,0.23529411764705882,0.2777777777777778,0.29411764705882354,0.5718954248366013,0.05882352941176472,0.2857142857142857,1.0,0.0,0.16666666666666666,0.05555555555555555,0.5,0.5,1.0,273.3333333333333,0.2777777777777778,0.29411764705882354,-2.7365861597542187,-0.31360000000000005,5,5,BC,S1,312,PIT,False,PIT,-0.20908361597542185
7,19,18,6,3,4,1,0,1,10,4,1,0,4,0,0,0,0,0,1,0,2,5,1,0,0.3333333333333333,0.3684210526315789,0.5555555555555556,0.9239766081871346,0.22222222222222227,0.38461538461538464,,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.3333333333333333,0.6666666666666666,0.5,233.73684210526315,0.3684210526315789,0.5555555555555556,1.5478700498127365,0.1692,3,6,BN,S1,314,PIT,False,PIT,0.2229495049812736
5,11,11,3,1,1,2,0,0,5,0,0,0,2,0,1,0,0,0,1,0,4,1,1,0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.7272727272727273,0.18181818181818182,0.3333333333333333,1.0,0.0,0.18181818181818182,0.0,0.7142857142857143,0.2857142857142857,2.5,271.1666666666667,0.2727272727272727,0.45454545454545453,-1.9090292972941267,-0.11579999999999997,5,2,BN,S1,336,PIT,False,PIT,-0.15144042972941268
7,20,20,6,0,5,1,0,0,7,0,0,0,3,0,0,0,0,0,2,0,8,2,1,0,0.3,0.3,0.35,0.6499999999999999,0.04999999999999999,0.35294117647058826,,0.0,0.15,0.0,0.7692307692307693,0.23076923076923078,3.3333333333333335,310.2,0.3,0.35,-1.43557027333345,-0.1326,10,3,BN,S1,344,NYM,False,NYM,-0.07180702733334501
7,18,15,5,7,2,0,0,3,14,7,3,0,1,0,0,0,0,0,0,0,3,4,2,0,0.3333333333333333,0.4444444444444444,0.9333333333333333,1.3777777777777778,0.6000000000000001,0.18181818181818182,,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,199.88888888888889,0.4444444444444444,0.9333333333333333,4.055384231697676,-0.004299999999999967,3,6,BP,S1,346,PHI,False,PHI,0.47011342316976756
4,11,10,5,2,4,1,0,0,6,0,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0.5,0.5454545454545454,0.6,1.1454545454545455,0.09999999999999998,0.5555555555555556,,0.0,0.09090909090909091,0.09090909090909091,0.8,0.2,4.0,212.54545454545453,0.5454545454545454,0.6,-0.0835743028286155,0.025600000000000008,4,1,BC,S1,350,DET,False,DET,0.031105069717138445
6,17,16,5,3,2,1,0,2,12,2,1,0,2,0,0,1,0,0,1,0,5,3,1,0,0.3125,0.35294117647058826,0.75,1.1029411764705883,0.4375,0.25,0.0,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.6,0.4,1.5,257.72222222222223,0.35294117647058826,0.75,-1.3126789099707303,-0.17790000000000003,6,4,BC,S1,359,MIN,False,MIN,-0.07028039099707303
6,13,11,4,3,3,0,0,1,7,2,2,0,3,0,0,0,0,0,0,0,1,3,0,0,0.36363636363636365,0.46153846153846156,0.6363636363636364,1.097902097902098,0.2727272727272727,0.42857142857142855,,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.25,0.75,0.3333333333333333,211.69230769230768,0.46153846153846156,0.6363636363636364,0.913970904590031,0.16979999999999998,1,3,BC,S1,395,TOR,False,TOR,0.1380345904590031
7,23,19,9,8,4,1,2,2,20,8,4,0,1,0,0,0,0,0,5,0,5,3,1,0,0.47368421052631576,0.5652173913043478,1.0526315789473684,1.6178489702517163,0.5789473684210527,0.4375,,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.7142857142857143,0.2857142857142857,2.5,218.22727272727272,0.5652173913043478,1.0526315789473684,4.5500105736232,0.39939999999999987,10,4,BC,S1,396,WAS,False,WAS,0.53751355736232
7,21,19,1,1,0,1,0,0,2,1,2,0,10,0,0,0,0,0,0,0,2,2,4,0,0.05263157894736842,0.14285714285714285,0.10526315789473684,0.24812030075187969,0.05263157894736842,0.1111111111111111,,0.0,0.47619047619047616,0.09523809523809523,0.25,0.75,0.3333333333333333,318.04761904761904,0.14285714285714285,0.10526315789473684,-2.4187970616775685,-0.49410000000000004,2,6,BP,S1,397,TOR,False,TOR,-0.16654220616775686
7,23,21,10,3,8,0,1,1,15,4,2,0,4,0,1,0,0,0,0,0,5,2,0,0,0.47619047619047616,0.5217391304347826,0.7142857142857143,1.236024844720497,0.23809523809523814,0.5625,1.0,0.043478260869565216,0.17391304347826086,0.08695652173913043,0.7142857142857143,0.2857142857142857,2.5,230.33333333333334,0.5217391304347826,0.7142857142857143,4.180488891391568,0.4243,5,2,BC,S1,400,TOR,False,TOR,0.5005613891391568
5,12,10,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,2,2,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,320.9166666666667,0.16666666666666666,0.0,-1.6545537883980186,-0.3087,2,4,BN,S1,410,2TM,False,TOR,-0.12240537883980185
4,10,9,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,2,0,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,0.4,0.1,0.4,0.6,0.6666666666666666,344.5,0.1,0.0,-2.169684913311752,-0.3015,2,3,BN,S1,410,MIN,True,MIN,-0.18109349133117522
1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,203.0,0.5,0.0,0.5151311249137336,-0.007199999999999998,0,1,BN,S1,410,TOR,True,TOR,0.05868811249137336
6,13,13,4,0,4,0,0,0,4,1,0,0,3,0,0,0,0,0,2,0,3,3,0,0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.0,0.4,,0.0,0.23076923076923078,0.0,0.625,0.375,1.6666666666666667,250.92307692307693,0.3076923076923077,0.3076923076923077,-1.9170987370557397,-0.2583,5,3,BC,S1,429,OAK,False,OAK,-0.14507237370557396
7,20,18,7,6,3,2,1,1,14,6,1,0,7,0,0,0,0,1,1,0,2,3,0,0,0.3888888888888889,0.4,0.7777777777777778,1.1777777777777778,0.3888888888888889,0.5454545454545454,,0.05,0.35,0.05,0.42857142857142855,0.5714285714285714,0.75,224.8,0.4,0.7777777777777778,-1.6845236895999167,-0.09479999999999993,3,4,BN,S1,445,TOR,False,TOR,-0.09670236895999168
7,21,21,9,2,9,0,0,0,9,1,0,0,2,0,0,0,0,0,0,0,4,5,1,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.0,0.47368421052631576,,0.0,0.09523809523809523,0.0,0.4,0.6,0.6666666666666666,229.8095238095238,0.42857142857142855,0.42857142857142855,0.9658248526948021,-0.1619,4,6,BC,S1,446,TOR,False,TOR,0.1719199852694802
2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,259.5,0.0,0.0,-1.9949806232414928,-0.0651,0,2,BP,S1,453,NYM,False,NYM,-0.1851480623241493
7,24,24,9,7,2,3,0,4,24,8,0,0,4,0,0,0,0,0,0,0,4,7,0,0,0.375,0.375,1.0,1.375,0.625,0.3125,,0.16666666666666666,0.16666666666666666,0.0,0.36363636363636365,0.6363636363636364,0.5714285714285714,220.33333333333334,0.375,1.0,4.469779603638785,0.7674,4,7,BP,S1,457,HOU,False,HOU,0.5330779603638784
4,22,22,6,0,4,2,0,0,8,0,0,0,6,0,0,0,0,0,2,0,4,6,0,0,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.6363636363636364,0.09090909090909094,0.375,,0.0,0.2727272727272727,0.0,0.5,0.5,1.0,249.63636363636363,0.2727272727272727,0.36363636363636365,-2.813918969270489,-0.5518,6,6,BC,S1,1961,2TM,False,OAK,-0.2024668969270489
2,12,12,4,0,2,2,0,0,6,0,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333333,0.16666666666666669,0.6666666666666666,,0.0,0.5,0.0,1.0,0.0,,276.5,0.3333333333333333,0.5,-2.1289788964112177,-0.36739999999999995,4,0,BC,S1,1961,ARI,True,ARI,-0.1698478896411218
2,10,10,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0.2,0.2,0.2,0.4,0.0,0.2,,0.0,0.0,0.0,0.25,0.75,0.3333333333333333,217.4,0.2,0.2,-0.6849400728592714,-0.1844,2,6,BC,S1,1961,OAK,True,OAK,-0.03261900728592714
3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.16666666666666666,294.2857142857143,0.0,0.0,-2.1286669851887243,-0.1835,1,6,BC,S1,1966,BAL,False,BAL,-0.18775419851887243
5,10,9,4,2,2,2,0,0,6,1,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0.4444444444444444,0.5,0.6666666666666666,1.1666666666666665,0.2222222222222222,0.5714285714285714,,0.0,0.2,0.1,0.3333333333333333,0.6666666666666666,0.5,193.7,0.5,0.6666666666666666,1.6330149654303372,0.28540000000000004,1,2,BN,S1,1968,BAL,False,BAL,0.1991764965430337
7,19,16,4,3,3,0,0,1,7,2,3,0,3,0,0,0,0,0,0,0,3,5,1,0,0.25,0.3684210526315789,0.4375,0.805921052631579,0.1875,0.25,,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.6666666666666666,0.5,248.31578947368422,0.3684210526315789,0.4375,0.004391241888617142,-0.14689999999999998,3,6,BN,S1,1972,BAL,False,BAL,0.0686016241888617
7,20,17,6,1,6,0,0,0,6,0,3,0,2,0,2,0,0,0,0,0,3,5,1,0,0.35294117647058826,0.45,0.35294117647058826,0.8029411764705883,0.0,0.4,1.0,0.0,0.1,0.15,0.3333333333333333,0.6666666666666666,0.5,237.5909090909091,0.45,0.35294117647058826,0.36872864946019346,-0.10310000000000002,3,6,BC,S1,1982,OAK,False,OAK,0.10862286494601933
5,16,13,4,1,3,1,0,0,5,0,3,0,3,1,0,0,0,0,0,0,5,1,0,0,0.3076923076923077,0.4375,0.38461538461538464,0.8221153846153846,0.07692307692307693,0.4,,0.0,0.1875,0.1875,0.8333333333333334,0.16666666666666666,5.0,273.8,0.4375,0.38461538461538464,0.5487825536878079,-0.09329999999999997,5,1,BC,S1,1983,HOU,False,HOU,0.1122782553687808
7,27,24,5,3,1,2,0,2,13,4,2,0,4,0,0,0,0,1,1,0,10,6,0,0,0.20833333333333334,0.25925925925925924,0.5416666666666666,0.8009259259259258,0.33333333333333326,0.15789473684210525,,0.07407407407407407,0.14814814814814814,0.07407407407407407,0.6111111111111112,0.3888888888888889,1.5714285714285714,269.81481481481484,0.25925925925925924,0.5416666666666666,-0.4976636351014946,-0.6095,11,7,BC,S1,1984,HOU,False,HOU,0.04709613648985054
7,24,22,8,2,7,1,0,0,9,2,2,0,4,0,0,0,0,0,1,0,6,4,0,0,0.36363636363636365,0.4166666666666667,0.4090909090909091,0.8257575757575758,0.04545454545454547,0.4444444444444444,,0.0,0.16666666666666666,0.08333333333333333,0.6363636363636364,0.36363636363636365,1.75,245.5,0.4166666666666667,0.4090909090909091,-0.9237500357686972,-0.5221,7,4,BC,S1,1988,ATL,False,ATL,-0.00627500357686972
6,17,17,7,3,4,1,0,2,14,4,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0.4117647058823529,0.4117647058823529,0.8235294117647058,1.2352941176470589,0.4117647058823529,0.5555555555555556,,0.11764705882352941,0.35294117647058826,0.0,0.25,0.75,0.3333333333333333,223.64705882352942,0.4117647058823529,0.8235294117647058,2.7843047781072796,0.4827,1,3,BP,S1,1989,ATL,False,ATL,0.3394179778107279
5,13,11,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,6,0,0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,,0.0,0.23076923076923078,0.15384615384615385,0.25,0.75,0.3333333333333333,256.9166666666667,0.15384615384615385,0.0,-2.653213536507384,-0.28169999999999995,2,6,BP,S1,1992,2TM,False,PIT,-0.21868385365073842
4,10,8,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,4,0,0,0.0,0.2,0.0,0.2,0.0,0.0,,0.0,0.3,0.2,0.2,0.8,0.25,252.66666666666666,0.2,0.0,-2.0171472747664594,-0.2613,1,4,BP,S1,1992,PHI,True,PHI,-0.16583972747664594
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,269.6666666666667,0.0,0.0,-0.6360662617409244,-0.0204,1,2,BP,S1,1992,PIT,True,PIT,-0.05284412617409244
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,331.0,0.0,0.0,-0.40234644582470663,-0.0562,1,1,BP,S1,2001,MIN,False,MIN,-0.03305964458247067
7,19,16,5,3,4,0,0,1,8,3,3,0,4,0,0,0,0,0,0,0,5,1,1,0,0.3125,0.42105263157894735,0.5,0.9210526315789473,0.1875,0.36363636363636365,,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.7142857142857143,0.2857142857142857,2.5,255.3684210526316,0.42105263157894735,0.5,0.19873320009173692,0.1925,5,2,BN,S1,2006,NYM,False,NYM,0.08803582000917368
3,8,8,3,2,1,0,0,2,9,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.375,0.375,1.125,1.5,0.75,0.16666666666666666,,0.25,0.0,0.0,0.8,0.2,4.0,254.5,0.375,1.125,0.9905598581606032,-0.02139999999999999,4,1,BC,S1,2010,PHI,False,PHI,0.12775598581606032
7,23,19,5,3,3,1,1,0,8,2,3,0,2,0,1,1,0,1,1,0,5,7,1,0,0.2631578947368421,0.34782608695652173,0.42105263157894735,0.7688787185354691,0.15789473684210525,0.2777777777777778,0.5,0.0,0.08695652173913043,0.13043478260869565,0.4,0.6,0.6666666666666666,244.4,0.34782608695652173,0.42105263157894735,-0.6047493112433688,0.21500000000000002,6,9,BC,S1,2011,PHI,False,PHI,0.022037568875663105
7,19,18,9,5,3,3,1,2,20,4,0,0,0,0,0,0,0,1,1,0,5,3,2,0,0.5,0.47368421052631576,1.1111111111111112,1.5847953216374269,0.6111111111111112,0.4117647058823529,,0.10526315789473684,0.0,0.0,0.5,0.5,1.0,204.73684210526315,0.47368421052631576,1.1111111111111112,2.7005313947411813,0.26199999999999996,6,6,BC,S1,2014,ARI,False,ARI,0.33821563947411815
7,16,16,3,0,3,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,6,4,1,0,0.1875,0.1875,0.1875,0.375,0.0,0.21428571428571427,,0.0,0.125,0.0,0.5833333333333334,0.4166666666666667,1.4,299.875,0.1875,0.1875,-1.8043250187763777,-0.2079,7,5,BC,S1,2015,ARI,False,ARI,-0.12303250187763778
7,20,19,4,1,4,0,0,0,4,1,1,0,5,0,0,0,0,0,0,1,5,3,1,0,0.21052631578947367,0.25,0.21052631578947367,0.4605263157894737,0.0,0.2857142857142857,,0.0,0.25,0.05,0.6,0.4,1.5,298.9,0.25,0.21052631578947367,-3.4836890478426157,-0.13680000000000003,6,4,BN,S1,2021,PIT,False,PIT,-0.2766189047842616
7,19,18,2,1,1,0,0,1,5,1,1,0,2,0,0,0,0,0,1,0,5,6,3,0,0.1111111111111111,0.15789473684210525,0.2777777777777778,0.43567251461988304,0.16666666666666669,0.06666666666666667,,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.4,0.6,0.6666666666666666,299.4736842105263,0.15789473684210525,0.2777777777777778,-3.625173437230491,-0.7381,6,9,BN,S1,2025,OAK,False,OAK,-0.2943548437230491
7,20,17,8,2,3,4,0,1,15,2,3,0,3,0,0,0,0,0,0,0,1,5,0,0,0.47058823529411764,0.55,0.8823529411764706,1.4323529411764706,0.4117647058823529,0.5384615384615384,,0.05,0.15,0.15,0.16666666666666666,0.8333333333333334,0.2,178.4,0.55,0.8823529411764706,2.7272920906648968,0.34309999999999996,1,5,BN,S1,2030,2TM,False,WAS,0.34447920906648966
1,2,2,1,1,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,2.5,1.5,,,0.5,0.5,0.0,,,,147.0,0.5,2.0,0.7987484737484738,0.056599999999999984,0,0,BN,S1,2030,MIN,True,MIN,0.08704984737484738
6,18,15,7,1,3,4,0,0,11,1,3,0,2,0,0,0,0,0,0,0,1,5,0,0,0.4666666666666667,0.5555555555555556,0.7333333333333333,1.2888888888888888,0.2666666666666666,0.5384615384615384,,0.0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.2,181.88888888888889,0.5555555555555556,0.7333333333333333,1.9285436169164232,0.28650000000000003,1,5,BN,S1,2030,WAS,True,WAS,0.2574293616916423
4,11,11,2,1,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.0,0.2857142857142857,,0.0,0.36363636363636365,0.0,0.6,0.4,1.5,267.45454545454544,0.18181818181818182,0.18181818181818182,-2.9656376606046835,-0.2993,3,2,BC,S1,2032,HOU,False,HOU,-0.25710126606046835
7,19,16,6,3,4,1,1,0,9,1,3,0,3,0,0,0,0,0,0,0,4,2,1,0,0.375,0.47368421052631576,0.5625,1.0361842105263157,0.1875,0.46153846153846156,,0.0,0.15789473684210525,0.15789473684210525,0.5714285714285714,0.42857142857142855,1.3333333333333333,220.0,0.47368421052631576,0.5625,2.5934556689763975,0.1775,4,3,BC,S1,2033,2TM,False,ARI,0.3275080668976397
6,17,14,4,3,2,1,1,0,7,0,3,0,3,0,0,0,0,0,0,0,4,2,1,0,0.2857142857142857,0.4117647058823529,0.5,0.9117647058823529,0.2142857142857143,0.36363636363636365,,0.0,0.17647058823529413,0.17647058823529413,0.5714285714285714,0.42857142857142855,1.3333333333333333,238.05882352941177,0.4117647058823529,0.5,1.5355364143180124,0.10499999999999998,4,3,BC,S1,2033,PIT,True,PIT,0.2145411414318012
1,2,2,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,,,,66.5,1.0,1.0,1.057919254658385,0.07250000000000001,0,0,BC,S1,2033,ARI,True,ARI,0.1129669254658385
