G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
7,17,15,2,1,1,1,0,0,3,3,1,0,3,0,0,0,0,1,0,0,8,1,2,0,0.13333333333333333,0.17647058823529413,0.2,0.3764705882352941,0.06666666666666668,0.15384615384615385,,0.0,0.17647058823529413,0.058823529411764705,0.6666666666666666,0.3333333333333333,2.0,330.7647058823529,0.17647058823529413,0.2,1.188944867003959,-0.14560000000000003,8,4,BC,S1,2037,NYM,False,NYM,0.1798819867003959
4,9,8,2,0,2,0,0,0,2,1,1,0,2,1,1,0,0,0,2,0,2,2,0,0,0.25,0.3333333333333333,0.25,0.5833333333333333,0.0,0.3333333333333333,1.0,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.3333333333333333,2.0,250.66666666666666,0.3333333333333333,0.25,-0.47616472802781107,-0.12360000000000003,4,2,BC,S1,2039,PHI,False,PHI,-0.01532897280278111
7,23,22,10,5,10,0,0,0,10,3,1,0,6,0,1,1,0,0,0,0,2,3,1,0,0.45454545454545453,0.4782608695652174,0.45454545454545453,0.9328063241106719,0.0,0.625,0.5,0.0,0.2608695652173913,0.043478260869565216,0.3333333333333333,0.6666666666666666,0.5,221.56,0.4782608695652174,0.45454545454545453,1.3042927512705782,0.05080000000000002,2,4,BC,S1,2040,WAS,False,WAS,0.21294177512705784
4,7,7,3,1,3,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.0,0.6,,0.0,0.2857142857142857,0.0,0.5,0.5,1.0,233.0,0.42857142857142855,0.42857142857142855,-2.0217750388349303,0.07139999999999996,1,1,BC,S1,2042,2TM,False,PHI,-0.17706500388349303
2,4,4,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,0.5,0.5,1.0,232.5,0.5,0.5,-1.9258948653685497,0.09529999999999997,1,1,BC,S1,2042,DET,True,DET,-0.17823948653685498
2,3,3,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.0,,0.0,0.6666666666666666,0.0,,,,233.66666666666666,0.3333333333333333,0.3333333333333333,-0.09588017346638039,-0.023899999999999998,0,0,BC,S1,2042,PHI,True,PHI,0.0011744826533619606
6,17,15,7,4,4,2,1,0,11,1,2,0,2,0,1,2,0,0,0,0,2,4,0,0,0.4666666666666667,0.5294117647058824,0.7333333333333333,1.2627450980392156,0.2666666666666666,0.5384615384615384,0.3333333333333333,0.0,0.11764705882352941,0.11764705882352941,0.3333333333333333,0.6666666666666666,0.5,207.4,0.5294117647058824,0.7333333333333333,3.1820578988251627,0.09879999999999999,2,4,BN,S1,2051,WAS,False,WAS,0.37919328988251627
2,5,4,1,1,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,0.0,1.0,,0.0,0.6,0.2,,,,275.0,0.4,0.25,0.4218529929174608,-0.006300000000000014,0,0,BP,S1,2052,WAS,False,WAS,0.060122799291746076
5,14,14,4,4,0,2,0,2,12,8,0,0,4,0,0,0,0,0,2,0,4,2,0,0,0.2857142857142857,0.2857142857142857,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.25,,0.14285714285714285,0.2857142857142857,0.0,0.75,0.25,3.0,274.2857142857143,0.2857142857142857,0.8571428571428571,1.93856430834139,-0.008499999999999994,6,2,BP,S1,2053,WAS,False,WAS,0.24408143083413897
6,19,18,4,2,3,1,0,0,5,3,1,0,3,0,1,0,0,0,1,0,7,3,1,0,0.2222222222222222,0.2631578947368421,0.2777777777777778,0.5409356725146199,0.05555555555555558,0.26666666666666666,1.0,0.0,0.15789473684210525,0.05263157894736842,0.6666666666666666,0.3333333333333333,2.0,283.05,0.2631578947368421,0.2777777777777778,-0.8316545829847468,0.02149999999999995,8,4,BC,S1,2055,WAS,False,WAS,-0.01500295829847469
1,3,2,1,1,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,0.3333333333333333,2.0,2.3333333333333335,1.5,0.0,,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,241.0,0.3333333333333333,2.0,2.08940347092521,0.10170000000000001,1,2,BP,S1,2059,WAS,False,WAS,0.219702847092521
7,17,15,6,2,2,2,1,1,13,4,2,0,3,0,0,0,0,0,1,0,1,3,2,0,0.4,0.47058823529411764,0.8666666666666667,1.3372549019607844,0.4666666666666667,0.45454545454545453,,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.2857142857142857,0.7142857142857143,0.4,199.41176470588235,0.47058823529411764,0.8666666666666667,3.961839683951438,0.21390000000000006,2,5,BC,S1,2060,NYM,False,NYM,0.4571714683951438
5,14,14,1,1,0,0,0,1,4,1,0,0,6,0,0,0,0,0,0,0,2,4,1,0,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.3571428571428571,0.21428571428571427,0.0,,0.07142857142857142,0.42857142857142855,0.0,0.2857142857142857,0.7142857142857143,0.4,308.7857142857143,0.07142857142857142,0.2857142857142857,-2.9068760043496304,-0.42510000000000003,2,5,BP,S1,2062,2TM,False,NYM,-0.24046260043496304
1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,320.3333333333333,0.0,0.0,-0.7557237019101424,-0.0030999999999999995,0,1,BP,S1,2062,WAS,True,WAS,-0.06480987019101424
4,11,11,1,1,0,0,0,1,4,1,0,0,4,0,0,0,0,0,0,0,2,3,1,0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.4545454545454546,0.2727272727272727,0.0,,0.09090909090909091,0.36363636363636365,0.0,0.3333333333333333,0.6666666666666666,0.5,305.6363636363636,0.09090909090909091,0.36363636363636365,-2.151152302439488,-0.42200000000000004,2,4,BP,S1,2062,NYM,True,NYM,-0.17565273024394878
4,11,11,4,1,3,0,0,1,7,3,0,0,1,0,0,0,0,0,1,0,2,2,2,0,0.36363636363636365,0.36363636363636365,0.6363636363636364,1.0,0.2727272727272727,0.3333333333333333,,0.09090909090909091,0.09090909090909091,0.0,0.42857142857142855,0.5714285714285714,0.75,238.1818181818182,0.36363636363636365,0.6363636363636364,0.21777721534960623,0.35509999999999997,3,4,BC,S1,2063,NYM,False,NYM,0.061240221534960615
3,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,0.0,1.0,0.0,,364.2,0.0,0.0,-1.7602115608862237,-0.2188,3,0,BC,S1,2065,MIN,False,MIN,-0.15808365608862235
7,20,19,7,3,4,0,0,3,16,5,1,0,3,0,0,0,0,0,0,0,2,7,0,0,0.3684210526315789,0.4,0.8421052631578947,1.2421052631578946,0.47368421052631576,0.3076923076923077,,0.15,0.15,0.05,0.2222222222222222,0.7777777777777778,0.2857142857142857,213.0,0.4,0.8421052631578947,2.5392254728271793,-0.03870000000000002,2,7,BN,S1,2066,BAL,False,BAL,0.3256725472827179
7,22,18,8,3,5,2,0,1,13,8,4,0,1,0,1,0,0,0,1,0,4,4,1,0,0.4444444444444444,0.5454545454545454,0.7222222222222222,1.2676767676767677,0.2777777777777778,0.4375,1.0,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.5,0.5,1.0,194.7391304347826,0.5454545454545454,0.7222222222222222,4.807731593009346,0.5172,5,5,BN,S1,2070,PIT,False,PIT,0.5596981593009346
5,13,12,3,2,2,1,0,0,4,2,1,0,2,1,0,0,0,0,2,0,4,2,1,0,0.25,0.3076923076923077,0.3333333333333333,0.641025641025641,0.08333333333333331,0.3,,0.0,0.15384615384615385,0.07692307692307693,0.6666666666666666,0.3333333333333333,2.0,294.1818181818182,0.3076923076923077,0.3333333333333333,-0.9887113728216257,0.08969999999999999,6,3,BC,S1,2073,PIT,False,PIT,-0.05223363728216257
4,10,10,2,2,0,0,0,2,8,2,0,0,6,0,0,0,0,0,1,0,1,1,0,0,0.2,0.2,0.8,1.0,0.6000000000000001,0.0,,0.2,0.6,0.0,0.6666666666666666,0.3333333333333333,2.0,276.5,0.2,0.8,-0.2135563727238341,-0.15980000000000003,2,1,BP,S1,2078,ARI,False,ARI,0.014519362727616586
4,9,9,1,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,4,0,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.16666666666666666,,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.5,246.77777777777777,0.1111111111111111,0.2222222222222222,-0.9508114580650681,-0.17489999999999997,2,4,BP,S1,2088,2TM,False,DET,-0.06279364580650681
2,4,4,1,1,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0.25,1.0,,0.0,0.75,0.0,,,,256.75,0.25,0.5,0.3328373190501338,-0.007499999999999979,0,0,BP,S1,2088,PHI,True,PHI,0.047633731905013375
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,238.8,0.0,0.0,-1.2836487771152019,-0.1674,2,4,BP,S1,2088,DET,True,DET,-0.11042737771152018
4,12,10,2,1,1,0,1,0,4,1,1,0,2,1,0,0,0,1,1,0,2,3,2,0,0.2,0.25,0.4,0.65,0.2,0.2222222222222222,,0.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.6666666666666666,0.5,280.3636363636364,0.25,0.4,-2.980062615824966,-0.5275,3,6,BP,S1,2089,DET,False,DET,-0.2549562615824966
3,8,7,3,0,2,1,0,0,4,2,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0.42857142857142855,0.375,0.5714285714285714,0.9464285714285714,0.14285714285714285,0.5,,0.0,0.25,0.0,0.0,1.0,0.0,224.5,0.375,0.5714285714285714,1.5915553413901893,-0.004799999999999978,0,4,BN,S1,2091,DET,False,DET,0.18785553413901893
7,16,15,3,1,2,1,0,0,4,1,1,0,2,0,0,0,0,0,2,0,5,4,1,0,0.2,0.25,0.26666666666666666,0.5166666666666666,0.06666666666666665,0.23076923076923078,,0.0,0.125,0.0625,0.5833333333333334,0.4166666666666667,1.4,283.375,0.25,0.26666666666666666,-2.3592118585026096,-0.21989999999999996,7,5,BN,S1,2095,OAK,False,OAK,-0.17852118585026097
7,19,19,4,2,3,0,1,0,6,2,0,0,3,1,0,0,0,0,1,0,7,4,1,0,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.5263157894736842,0.10526315789473684,0.25,,0.0,0.15789473684210525,0.0,0.6153846153846154,0.38461538461538464,1.6,289.27777777777777,0.21052631578947367,0.3157894736842105,-0.7770146284101822,-0.18920000000000006,8,5,BC,S1,2096,OAK,False,OAK,-0.009538962841018229
6,18,17,2,0,2,0,0,0,2,0,1,0,10,1,0,0,0,0,0,0,0,4,1,0,0.11764705882352941,0.16666666666666666,0.11764705882352941,0.28431372549019607,0.0,0.2857142857142857,,0.0,0.5555555555555556,0.05555555555555555,0.0,1.0,0.0,276.3529411764706,0.16666666666666666,0.11764705882352941,-3.0284924365478845,-0.37220000000000003,0,5,BP,S1,2101,2TM,False,ARI,-0.23827424365478844
5,16,15,1,0,1,0,0,0,1,0,1,0,9,1,0,0,0,0,0,0,0,4,1,0,0.06666666666666667,0.125,0.06666666666666667,0.19166666666666665,0.0,0.16666666666666666,,0.0,0.5625,0.0625,0.0,1.0,0.0,282.73333333333335,0.125,0.06666666666666667,-3.5511941182884676,-0.4576,0,5,BP,S1,2101,TOR,True,TOR,-0.29771941182884676
1,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.0,1.0,,0.0,0.5,0.0,,,,228.5,0.5,0.5,0.5227016817405833,0.0854,0,0,BP,S1,2101,ARI,True,ARI,0.05944516817405833
7,19,17,9,6,4,3,0,2,18,3,2,0,2,0,0,0,0,0,2,0,2,4,0,0,0.5294117647058824,0.5789473684210527,1.0588235294117647,1.6377708978328174,0.5294117647058824,0.5384615384615384,,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.5,0.5,1.0,171.26315789473685,0.5789473684210527,1.0588235294117647,2.4174378256895026,0.3325,4,4,BP,S1,2103,OAK,False,OAK,0.30990628256895025
7,22,22,5,2,4,0,0,1,8,2,0,0,2,0,0,0,0,0,1,0,9,4,2,0,0.22727272727272727,0.22727272727272727,0.36363636363636365,0.5909090909090909,0.13636363636363638,0.21052631578947367,,0.045454545454545456,0.09090909090909091,0.0,0.625,0.375,1.6666666666666667,308.27272727272725,0.22727272727272727,0.36363636363636365,-3.414267757676974,-0.44759999999999994,10,6,BC,S1,2107,NYM,False,NYM,-0.2625017757676974
4,12,10,4,3,3,0,0,1,7,5,2,0,2,0,0,0,0,0,0,0,1,3,0,0,0.4,0.5,0.7,1.2,0.29999999999999993,0.42857142857142855,,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.75,0.3333333333333333,203.33333333333334,0.5,0.7,-0.32721661078087755,0.0905,1,3,BN,S1,2108,HOU,False,HOU,0.010328338921912244
7,12,10,4,3,1,0,0,3,13,6,2,0,2,0,0,0,0,0,0,0,1,2,1,0,0.4,0.5,1.3,1.8,0.9,0.2,,0.25,0.16666666666666666,0.16666666666666666,0.25,0.75,0.3333333333333333,201.5,0.5,1.3,3.6847502476081107,0.2913,1,3,BP,S1,2111,PHI,False,PHI,0.41152502476081104
7,18,16,5,0,5,0,0,0,5,4,2,0,7,0,0,0,0,0,0,0,0,3,1,0,0.3125,0.3888888888888889,0.3125,0.7013888888888888,0.0,0.5555555555555556,,0.0,0.3888888888888889,0.1111111111111111,0.0,1.0,0.0,248.88888888888889,0.3888888888888889,0.3125,2.9361089270107312,-0.07249999999999998,0,4,BN,S1,2114,2TM,False,MIN,0.35818589270107315
6,17,15,5,0,5,0,0,0,5,4,2,0,6,0,0,0,0,0,0,0,0,3,1,0,0.3333333333333333,0.4117647058823529,0.3333333333333333,0.7450980392156863,0.0,0.5555555555555556,,0.0,0.35294117647058826,0.11764705882352941,0.0,1.0,0.0,239.1764705882353,0.4117647058823529,0.3333333333333333,3.4003946412964456,-0.04159999999999999,0,4,BN,S1,2114,TOR,True,TOR,0.40102696412964456
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,414.0,0.0,0.0,-0.4642857142857143,-0.030899999999999997,0,0,BN,S1,2114,MIN,True,MIN,-0.04284107142857143
5,11,10,5,3,2,2,0,1,10,4,0,0,2,0,0,1,0,1,1,0,3,1,0,0,0.5,0.45454545454545453,1.0,1.4545454545454546,0.5,0.5,0.0,0.09090909090909091,0.18181818181818182,0.0,0.6666666666666666,0.3333333333333333,2.0,255.58333333333334,0.45454545454545453,1.0,2.2848212779175046,0.2607999999999999,4,2,BN,S1,2124,MIN,False,MIN,0.26794462779175043
3,7,7,3,1,1,1,0,1,7,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0.42857142857142855,0.42857142857142855,1.0,1.4285714285714286,0.5714285714285714,0.4,,0.14285714285714285,0.14285714285714285,0.0,0.3333333333333333,0.6666666666666666,0.5,191.85714285714286,0.42857142857142855,1.0,0.25565301236576876,0.02030000000000004,1,2,BN,S1,2125,MIN,False,MIN,0.05067780123657688
5,13,13,6,1,5,1,0,0,7,1,0,0,1,0,0,0,0,0,2,0,4,2,0,0,0.46153846153846156,0.46153846153846156,0.5384615384615384,1.0,0.07692307692307687,0.5,,0.0,0.07692307692307693,0.0,0.75,0.25,3.0,238.6153846153846,0.46153846153846156,0.5384615384615384,0.274610437107322,-0.09119999999999999,6,2,BC,S1,2126,MIN,False,MIN,0.0740985437107322
7,17,16,4,0,4,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,4,6,0,0,0.25,0.29411764705882354,0.25,0.5441176470588236,0.0,0.2857142857142857,,0.0,0.11764705882352941,0.058823529411764705,0.4,0.6,0.6666666666666666,272.47058823529414,0.29411764705882354,0.25,-0.7385415626208457,-0.3432,4,6,BC,S1,2127,MIN,False,MIN,-0.012866656262084575
7,20,18,6,1,4,1,0,1,10,2,2,0,6,0,0,1,0,0,0,0,2,4,0,0,0.3333333333333333,0.4,0.5555555555555556,0.9555555555555556,0.22222222222222227,0.45454545454545453,0.0,0.05,0.3,0.1,0.3333333333333333,0.6666666666666666,0.5,231.23809523809524,0.4,0.5555555555555556,0.24864467104871357,0.2501,2,4,BN,S1,2128,MIN,False,MIN,0.09661446710487134
5,9,7,1,1,0,1,0,0,2,0,2,0,4,1,0,0,0,0,0,0,2,0,0,0,0.14285714285714285,0.3333333333333333,0.2857142857142857,0.6190476190476191,0.14285714285714285,0.3333333333333333,,0.0,0.4444444444444444,0.2222222222222222,1.0,0.0,,260.375,0.3333333333333333,0.2857142857142857,-0.08543996321475611,-0.12220000000000002,2,0,BP,S1,2132,ARI,False,ARI,0.023743503678524385
5,11,11,5,2,3,1,0,1,9,2,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0.45454545454545453,0.45454545454545453,0.8181818181818182,1.2727272727272727,0.3636363636363637,0.5,,0.09090909090909091,0.18181818181818182,0.0,0.75,0.25,3.0,220.8181818181818,0.45454545454545453,0.8181818181818182,0.9702941384086412,-0.017699999999999994,3,1,BC,S1,2136,ARI,False,ARI,0.13649191384086412
7,19,17,4,4,1,2,0,1,9,4,2,0,5,0,0,0,0,0,1,0,5,3,0,0,0.23529411764705882,0.3157894736842105,0.5294117647058824,0.8452012383900929,0.29411764705882354,0.2727272727272727,,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.6666666666666666,0.3333333333333333,2.0,270.4736842105263,0.3157894736842105,0.5294117647058824,0.9700720228529014,-0.09809999999999998,6,3,BP,S1,2139,OAK,False,OAK,0.16516970228529013
4,11,11,2,2,0,0,0,2,8,2,0,0,6,0,0,0,0,0,1,0,2,1,0,0,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.9090909090909092,0.5454545454545454,0.0,,0.18181818181818182,0.5454545454545454,0.0,0.75,0.25,3.0,304.6363636363636,0.18181818181818182,0.7272727272727273,-2.0936513806237476,-0.2476,3,1,BP,S1,2143,WAS,False,WAS,-0.16990263806237477
5,11,10,3,1,2,0,0,1,6,3,1,1,2,0,0,0,0,0,1,0,2,2,1,0,0.3,0.36363636363636365,0.6,0.9636363636363636,0.3,0.2857142857142857,,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.5,0.5,1.0,259.3,0.36363636363636365,0.6,1.503067802619155,0.04669999999999999,3,3,BN,S1,2147,OAK,False,OAK,0.1897692802619155
1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.0,0.0,293.5,0.0,0.0,-0.8706521739130435,-0.0201,0,1,BP,S1,2151,WAS,False,WAS,-0.07989021739130435
6,18,16,2,3,0,1,0,1,6,3,2,0,5,1,0,0,0,0,1,0,4,5,0,0,0.125,0.2222222222222222,0.375,0.5972222222222222,0.25,0.1,,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.5,0.5,1.0,277.2352941176471,0.2222222222222222,0.375,-0.45759021730135796,-0.7634999999999998,5,5,BN,S1,2166,HOU,False,HOU,0.018815978269864198
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,,0.0,0.0,-1.1153846153846154,-0.0048,0,0,,S1,2184,ARI,False,ARI,-0.10795096153846154
3,8,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0.125,0.125,0.125,0.25,0.0,0.125,,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,3.5,334.25,0.125,0.125,-2.7633417434332768,-0.30160000000000003,7,2,BC,S1,2186,PHI,False,PHI,-0.24763417434332768
3,9,8,2,2,0,0,2,0,6,3,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0.25,0.3333333333333333,0.75,1.0833333333333333,0.5,0.4,,0.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.3333333333333333,2.0,252.11111111111111,0.3333333333333333,0.75,1.8888925290408753,0.14039999999999997,2,1,BN,S1,2201,WAS,False,WAS,0.2211767529040875
4,12,12,3,0,2,1,0,0,4,0,0,0,7,2,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.3333333333333333,0.5833333333333333,0.08333333333333331,0.6,,0.0,0.5833333333333334,0.0,1.0,0.0,,275.8,0.25,0.3333333333333333,-2.3319353070306748,-0.1976,2,0,BN,S1,2202,HOU,False,HOU,-0.1901435307030675
4,12,11,4,3,2,2,0,0,6,0,1,0,5,0,1,0,0,0,0,0,1,1,0,0,0.36363636363636365,0.4166666666666667,0.5454545454545454,0.9621212121212122,0.18181818181818177,0.6666666666666666,1.0,0.0,0.4166666666666667,0.08333333333333333,0.5,0.5,1.0,228.53846153846155,0.4166666666666667,0.5454545454545454,-0.437381060280584,0.005200000000000001,1,1,BN,S1,2203,WAS,False,WAS,-0.0006881060280583995
4,12,8,5,4,1,1,1,2,14,4,3,0,2,0,1,1,0,1,0,0,1,1,0,0,0.625,0.6666666666666666,1.75,2.4166666666666665,1.125,0.6,0.5,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.5,173.14285714285714,0.6666666666666666,1.75,4.61224952774648,0.2285,1,2,BN,S1,2271,PIT,False,PIT,0.504274952774648
2,7,6,2,2,1,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0.3333333333333333,0.42857142857142855,0.8333333333333334,1.2619047619047619,0.5,0.2,,0.14285714285714285,0.0,0.14285714285714285,0.0,1.0,0.0,239.33333333333334,0.42857142857142855,0.8333333333333334,1.0060483140487948,0.2116,0,4,BN,S1,2345,WAS,False,WAS,0.12571733140487948
