G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
1,6.0,25,8,4,4,0,0,0,5,1,4,0,7,5,0,0,4.0,1.3333333333333333,8.0,1.0,0.0,5.0,,0.32,0.32,0.56,0.8800000000000001,0.3684210526315789,0.04,0.2,0.0,0.6153846153846154,0.38461538461538464,1.6,264.24,0.41153846153846174,-0.1764,25,0,0,3,0,8,5,0,0,,BS-B,S1,-3,ATL,False,ATL,2.266,6.0,124,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04429672947140194
1,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,131.0,0.15630904183535765,-0.043899999999999995,1,0,0,0,0,0,0,0,0,,,S1,-2,PIT,False,PIT,,0.0,0,0.15630904183535765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01221288115852584
3,13.0,56,17,9,9,4,0,0,9,2,9,0,15,11,0,0,4.153846153846154,1.6153846153846154,7.846153846153847,0.9230769230769231,1.8461538461538463,4.153846153846153,2.25,0.34,0.375,0.6,0.975,0.36585365853658536,0.03571428571428571,0.16071428571428573,0.07142857142857142,0.6206896551724138,0.3793103448275862,1.6363636363636365,249.3859649122807,0.4044871794871798,0.4381,50,2,0,5,1,18,11,0,1,0.0,BS-B,S1,-1,ATL,False,ATL,3.3044615384615383,13.0,128,9.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.15096057145183778
4,14.0,58,14,10,10,5,0,0,10,5,7,0,11,14,4,0,4.285714285714286,1.3571428571428572,6.0,2.142857142857143,2.142857142857143,4.285714285714286,2.0,0.2641509433962264,0.3275862068965517,0.6037735849056604,0.9313597918022121,0.23684210526315788,0.08620689655172414,0.1724137931034483,0.08620689655172414,0.4375,0.5625,0.7777777777777778,248.5344827586207,1.3582895365504062,-0.2104,53,0,0,1,1,14,18,0,0,,BB-B,S1,3,ARI,False,ARI,6.051714285714286,14.0,146,11.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.06241638179553501
3,18.0,69,18,7,7,4,0,0,11,4,9,0,25,9,2,0,2.3333333333333335,1.2222222222222223,6.0,1.3333333333333333,1.3333333333333333,3.666666666666667,2.75,0.28125,0.3188405797101449,0.5625,0.8813405797101449,0.28,0.057971014492753624,0.15942028985507245,0.057971014492753624,0.7441860465116279,0.2558139534883721,2.909090909090909,272.15942028985506,-3.765384615384615,-0.026600000000000006,64,1,0,4,1,32,11,0,0,,BF-B,S1,39,HOU,False,HOU,4.099333333333333,18.0,72,7.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.6123820502641463
6,28.666666666666668,130,37,19,19,12,1,0,34,1,26,0,17,27,3,0,3.9767441860465116,1.7093023255813953,7.7441860465116275,0.20930232558139533,2.511627906976744,7.116279069767441,2.8333333333333335,0.31896551724137934,0.3769230769230769,0.45689655172413796,0.8338196286472148,0.43373493975903615,0.007692307692307693,0.26153846153846155,0.09230769230769231,0.4117647058823529,0.5882352941176471,0.7,240.2890625,2.309398755366499,0.43310000000000004,116,2,0,7,3,21,30,1,1,0.5,BS-B,S1,58,2TM,False,MIN,1.1032093023255811,29.0,126,19.66979451902313,5.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,0.2,0.21340311771464027
3,18.666666666666668,86,23,15,15,9,0,0,21,1,14,0,11,20,2,0,4.821428571428571,1.7142857142857142,7.392857142857142,0.3214285714285714,2.8928571428571423,6.75,2.3333333333333335,0.3026315789473684,0.37209302325581395,0.4868421052631579,0.8589351285189719,0.4,0.011627906976744186,0.2441860465116279,0.10465116279069768,0.37142857142857144,0.6285714285714286,0.5909090909090909,238.6904761904762,2.816025641025642,0.1373999999999999,76,1,0,5,3,13,22,0,0,,BS-B,S1,58,NYM,True,NYM,1.6588571428571426,18.666666666666668,151,15.195652173913043,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.012347416048289307
3,10.0,44,14,4,4,3,1,0,13,0,12,0,6,7,1,0,2.4,1.7,8.399999999999999,0.0,1.7999999999999998,7.800000000000001,4.333333333333333,0.35,0.38636363636363635,0.4,0.7863636363636364,0.5,0.0,0.29545454545454547,0.06818181818181818,0.5,0.5,1.0,243.3409090909091,-0.5066268856591437,0.2957,40,1,0,2,0,8,8,1,1,0.5,BS-B,S1,58,MIN,True,MIN,0.06599999999999984,10.333333333333334,80,4.474142345110087,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.20105570166635106
5,20.0,88,26,7,7,5,0,0,26,2,19,0,10,17,4,0,2.1,1.55,7.800000000000001,0.6000000000000001,1.5,7.800000000000001,5.2,0.3132530120481928,0.3522727272727273,0.4457831325301205,0.7980558598028478,0.43636363636363634,0.022727272727272728,0.29545454545454547,0.056818181818181816,0.38235294117647056,0.6176470588235294,0.6190476190476191,242.80459770114942,-4.961538461538462,0.6213000000000001,83,0,0,5,0,13,21,0,0,,BS-B,S1,74,ARI,False,ARI,1.2159999999999997,20.0,56,6.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.5,0.7969398723547195
4,25.0,114,34,23,23,9,0,0,25,4,19,0,13,29,4,0,5.52,1.72,8.16,0.96,2.16,6.0,2.7777777777777777,0.3300970873786408,0.37719298245614036,0.5728155339805825,0.9500085164367229,0.39473684210526316,0.03508771929824561,0.21929824561403508,0.07894736842105263,0.34,0.66,0.5151515151515151,236.58407079646017,7.879056498601206,-0.08469999999999997,103,2,0,9,2,17,33,1,0,1.0,BS-B,S1,112,HOU,False,HOU,2.9259999999999997,24.0,154,20.0,4.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.25,-0.3982510250089892
4,5.333333333333333,20,2,3,3,2,0,0,5,1,0,0,4,5,2,0,3.375,0.75,2.25,1.125,2.25,5.625,2.5,0.11764705882352941,0.2,0.4117647058823529,0.611764705882353,0.08333333333333333,0.05,0.25,0.1,0.36363636363636365,0.6363636363636364,0.5714285714285714,284.55555555555554,-1.9667237101052448,0.42999999999999994,17,1,0,0,1,4,7,0,0,,BB-B,S1,120,MIN,False,MIN,3.4535,6.0,93,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265032831510723
1,1.0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,312.0,-0.5980769230769231,0.0015000000000000002,3,0,0,0,0,0,3,0,0,,POS,S1,167,PHI,False,PHI,1.7659999999999998,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07006176138272208
5,25.0,97,24,7,7,5,0,0,13,1,16,0,33,20,2,0,1.68,1.16,5.76,0.24,1.2000000000000002,3.12,2.6,0.26373626373626374,0.29896907216494845,0.37362637362637363,0.6725954457913221,0.2948717948717949,0.010309278350515464,0.13402061855670103,0.05154639175257732,0.6451612903225806,0.3548387096774194,1.8181818181818181,268.7578947368421,-7.951923076923076,1.2290999999999999,91,1,0,7,0,40,22,0,0,,BF-B,S1,199,ATL,False,ATL,1.8459999999999999,25.0,52,7.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.1267405411182703
1,3.3333333333333335,17,6,5,5,2,0,0,3,2,3,0,3,3,0,0,9.0,2.4,10.799999999999999,3.5999999999999996,3.5999999999999996,5.3999999999999995,1.5,0.4,0.47058823529411764,0.8666666666666667,1.3372549019607844,0.4,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.5714285714285714,0.42857142857142855,1.3333333333333333,208.58823529411765,2.587851037851038,-0.5103000000000001,15,0,0,1,0,4,3,0,0,,BB-B,S1,237,2TM,False,TOR,9.565999999999999,3.3333333333333335,389,7.001923076923077,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.2006787123599351
1,3.0,16,6,5,5,2,0,0,2,2,3,0,3,3,0,0,10.0,2.6666666666666665,12.0,4.0,4.0,4.0,1.0,0.42857142857142855,0.5,0.9285714285714286,1.4285714285714286,0.4,0.125,0.125,0.125,0.5714285714285714,0.42857142857142855,1.3333333333333333,195.5,2.789102564102564,-0.5227,14,0,0,1,0,4,3,0,0,,BB-B,S1,237,TOR,True,TOR,11.099333333333334,3.0,433,7.001923076923077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2242218880100976
1,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,18.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,,418.0,-0.20125152625152626,0.0124,1,0,0,0,0,0,0,0,0,,BB-B,S1,237,BAL,True,BAL,-4.234,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023543175650162552
4,18.333333333333332,75,18,8,8,6,1,0,13,4,9,0,19,16,3,0,2.618181818181818,1.309090909090909,5.8909090909090915,1.309090909090909,1.9636363636363636,4.254545454545455,2.1666666666666665,0.2647058823529412,0.32,0.5294117647058824,0.8494117647058823,0.2692307692307692,0.05333333333333334,0.17333333333333334,0.08,0.5365853658536586,0.4634146341463415,1.1578947368421053,240.46575342465752,-2.4786030061892124,0.3685999999999999,68,1,0,4,1,22,19,0,1,0.0,BF-B,S1,284,WAS,False,WAS,4.166,18.0,88,8.575256419409342,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.5042120274946656
6,17.666666666666668,77,24,13,13,6,1,0,14,1,15,0,19,11,3,0,4.415094339622641,1.6981132075471697,8.150943396226415,0.33962264150943394,2.0377358490566038,4.754716981132075,2.3333333333333335,0.3380281690140845,0.38961038961038963,0.5070422535211268,0.8966526431315164,0.4107142857142857,0.012987012987012988,0.18181818181818182,0.07792207792207792,0.6410256410256411,0.358974358974359,1.7857142857142858,246.1095890410959,0.6050671550671556,0.714,71,0,0,7,1,25,14,0,0,,BB-B,S1,286,PHI,False,PHI,1.9358113207547167,18.333333333333332,101,9.987789987789988,3.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.5,0.20268105741904865
7,40.0,164,41,22,22,10,0,0,36,6,29,0,35,34,8,0,3.3,1.275,6.1499999999999995,0.8999999999999999,1.5,5.4,3.6,0.271523178807947,0.31097560975609756,0.45695364238410596,0.7679292521402035,0.3125,0.036585365853658534,0.21951219512195122,0.06097560975609756,0.4939759036144578,0.5060240963855421,0.9761904761904762,261.7469879518072,-1.9230769230769207,0.8008,151,3,0,2,4,41,42,3,1,0.75,BS-B,S1,336,PIT,False,PIT,2.666,39.666666666666664,104,22.26863354037267,7.0,6.0,6.0,1.0,5.0,2.0,0.0,0.0,0.7142857142857143,0.7528634684093196
6,31.333333333333332,130,35,14,14,10,0,0,15,6,21,1,38,24,7,0,2.6808510638297873,1.4361702127659575,6.702127659574469,1.148936170212766,1.9148936170212767,2.872340425531915,1.5,0.2916666666666667,0.34615384615384615,0.5166666666666667,0.8628205128205129,0.29292929292929293,0.046153846153846156,0.11538461538461539,0.07692307692307693,0.6075949367088608,0.3924050632911392,1.5483870967741935,244.03100775193798,-3.758784791251812,0.7776000000000001,120,0,0,7,1,48,31,1,0,1.0,BF-B,S1,395,TOR,False,TOR,4.25536170212766,31.0,78,13.0,6.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,0.4,0.8202214723764714
2,16.0,62,14,6,6,2,0,0,16,4,6,0,16,10,4,0,2.25,1.0,5.25,1.5,0.75,6.0,8.0,0.23333333333333334,0.25806451612903225,0.5,0.7580645161290323,0.25,0.06451612903225806,0.25806451612903225,0.03225806451612903,0.5625,0.4375,1.2857142857142858,292.80645161290323,-3.2064102564102566,0.46940000000000004,60,0,0,4,0,18,14,0,0,,POS,S1,1961,ARI,False,ARI,3.391,8.0,69,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.532558453191641
7,41.0,198,54,28,28,26,1,1,42,6,31,0,27,41,8,0,4.097560975609756,1.951219512195122,7.902439024390244,0.8780487804878048,3.8048780487804876,6.146341463414634,1.6153846153846154,0.3176470588235294,0.40404040404040403,0.5352941176470588,0.9393345216874629,0.3870967741935484,0.030303030303030304,0.21212121212121213,0.13131313131313133,0.3950617283950617,0.6049382716049383,0.6530612244897959,244.72081218274113,3.03009768009768,-0.4437999999999997,170,2,0,15,2,32,49,1,0,1.0,BS-B,S1,1966,BAL,False,BAL,3.5220975609756096,41.333333333333336,128,28.49588147554487,7.0,7.0,6.0,0.0,1.0,6.0,0.0,0.0,0.14285714285714285,0.3737587909421971
1,6.0,23,4,3,3,3,0,1,8,0,3,0,4,4,0,0,3.0,1.1666666666666667,4.0,0.0,3.0,8.0,2.6666666666666665,0.2,0.30434782608695654,0.25,0.5543478260869565,0.3333333333333333,0.0,0.34782608695652173,0.13043478260869565,0.5555555555555556,0.4444444444444444,1.25,288.4583333333333,-0.5884615384615383,0.3645,20,0,0,1,0,5,4,1,1,0.5,BS-B,S1,2019,DET,False,DET,0.599333333333333,5.666666666666667,74,2.267762460233298,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1374606834213821
7,38.0,160,42,24,24,16,0,1,14,7,25,0,47,30,11,0,3.789473684210526,1.5263157894736843,6.631578947368421,1.1052631578947367,2.526315789473684,2.2105263157894735,0.875,0.2937062937062937,0.3625,0.5314685314685315,0.8939685314685315,0.2845528455284553,0.04375,0.0875,0.1,0.5858585858585859,0.41414141414141414,1.4146341463414633,243.43125,1.2729986197377512,-0.33530000000000004,143,1,0,7,3,58,41,1,1,0.5,BF-B,S1,2065,2TM,False,NYM,4.687052631578947,36.666666666666664,107,21.26863354037267,7.0,5.0,5.0,0.0,2.0,5.0,0.0,0.0,0.2857142857142857,0.41958382202781286
