OBC,Outs,RunExpectancy
0,0,0.8717948717948718
0,1,0.3561643835616438
0,2,0.18421052631578946
1,0,1.6470588235294117
1,1,0.5087719298245614
1,2,0.4727272727272727
2,0,2.3846153846153846
2,1,0.8928571428571429
2,2,0.6216216216216216
3,0,1.3333333333333333
3,1,1.5
3,2,0.6
4,0,3.7777777777777777
4,1,1.2307692307692308
4,2,1.0
5,0,3.3333333333333335
5,1,3.0
5,2,0.5238095238095238
6,0,3.2222222222222223
6,1,1.6666666666666667
6,2,0.0
7,0,6.3
7,1,0.8
7,2,1.2857142857142858
