G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
14,33,27,6,5,1,4,0,1,13,2,6,0,6,0,0,0,0,0,0,4,3,6,2,0,0.2222222222222222,0.36363636363636365,0.48148148148148145,0.8451178451178452,0.25925925925925924,0.25,,0.030303030303030304,0.18181818181818182,0.18181818181818182,0.4666666666666667,0.5333333333333333,0.875,254.66666666666666,0.3939393939393939,0.44,0.12250721259663311,-0.09139999999999995,7,8,WC,33.0,25.0,5.0,11,8.0,0.0,0.0,S5,13,2TM,False,LAD,0.13767366448098425
7,18,14,3,3,0,2,0,1,8,2,4,0,3,0,0,0,0,0,0,2,1,5,0,0,0.21428571428571427,0.3888888888888889,0.5714285714285714,0.9603174603174602,0.3571428571428571,0.2,,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.375,0.625,0.6,236.55555555555554,0.3888888888888889,0.5,0.8822768014383274,-0.05720000000000001,3,5,WC,18.0,14.0,3.0,7,4.0,0.0,0.0,S5,13,MTL,True,MTL,0.15664019462818962
7,15,13,3,2,1,2,0,0,5,0,2,0,3,0,0,0,0,0,0,2,2,1,2,0,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.717948717948718,0.15384615384615385,0.3,,0.0,0.2,0.13333333333333333,0.5714285714285714,0.42857142857142855,1.3333333333333333,276.4,0.4,0.36363636363636365,-0.7597695888416944,-0.03419999999999998,4,3,WC,15.0,11.0,2.0,4,4.0,0.0,0.0,S5,13,LAD,True,LAD,-0.018966530147205375
13,33,29,7,7,1,1,1,4,22,9,4,0,11,0,0,1,0,0,0,1,3,4,3,0,0.2413793103448276,0.3333333333333333,0.7586206896551724,1.0919540229885056,0.5172413793103448,0.21428571428571427,0.0,0.12121212121212122,0.3333333333333333,0.12121212121212122,0.36363636363636365,0.6363636363636364,0.5714285714285714,257.55882352941177,0.3333333333333333,0.7241379310344828,1.6979587540524759,0.14170000000000002,4,7,TT,33.0,29.0,7.0,21,4.0,0.0,0.0,S5,14,OAK,False,OAK,0.2952188186265685
8,15,13,4,3,2,2,0,0,6,1,2,0,1,0,0,0,0,0,0,3,2,3,0,0,0.3076923076923077,0.4,0.46153846153846156,0.8615384615384616,0.15384615384615385,0.3333333333333333,,0.0,0.06666666666666667,0.13333333333333333,0.625,0.375,1.6666666666666667,250.46666666666667,0.3333333333333333,0.42857142857142855,-0.5889734011545835,0.00290000000000001,5,3,BP,15.0,14.0,4.0,6,1.0,0.0,0.0,S5,16,MIN,False,MIN,-0.0018869113784942826
11,29,29,5,3,1,1,1,2,14,3,0,0,8,0,0,0,0,0,0,3,4,5,4,0,0.1724137931034483,0.1724137931034483,0.4827586206896552,0.6551724137931034,0.3103448275862069,0.15789473684210525,,0.06896551724137931,0.27586206896551724,0.0,0.4375,0.5625,0.7777777777777778,298.2068965517241,0.1724137931034483,0.42857142857142855,-2.778348864960473,-0.2,7,9,BP,29.0,28.0,4.0,12,1.0,0.0,0.0,S5,17,TEX,False,TEX,-0.16761472427125007
9,28,23,10,9,4,3,0,3,22,7,5,0,5,0,2,0,0,0,0,4,0,4,0,0,0.43478260869565216,0.5357142857142857,0.9565217391304348,1.4922360248447206,0.5217391304347827,0.4666666666666667,1.0,0.10714285714285714,0.17857142857142858,0.17857142857142858,0.5,0.5,1.0,191.96666666666667,0.48148148148148145,0.7727272727272727,6.421519484372303,0.8659,4,4,1B,27.0,22.0,8.0,17,5.0,0.0,0.0,S5,18,BOS,False,BOS,0.7485714154128965
9,18,17,5,4,0,1,1,3,17,5,1,0,3,0,0,0,0,0,0,2,3,3,1,0,0.29411764705882354,0.3333333333333333,1.0,1.3333333333333333,0.7058823529411764,0.18181818181818182,,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.5555555555555556,0.4444444444444444,1.25,247.38888888888889,0.3333333333333333,1.0588235294117647,1.3922725521515968,0.1235,5,4,TT,18.0,17.0,5.0,18,1.0,0.0,0.0,S5,20,LAD,False,LAD,0.20763976969951656
12,31,29,11,5,5,3,1,2,22,7,2,1,5,0,2,0,0,0,0,1,2,2,8,0,0.3793103448275862,0.41935483870967744,0.7586206896551724,1.1779755283648499,0.3793103448275862,0.4090909090909091,1.0,0.06451612903225806,0.16129032258064516,0.06451612903225806,0.23076923076923078,0.7692307692307693,0.3,222.78125,0.41935483870967744,0.8148148148148148,3.3501542701160085,0.6242,3,10,XB,31.0,27.0,9.0,22,4.0,0.0,0.0,S5,22,BAL,False,BAL,0.4528369797346599
15,45,39,11,6,5,3,0,3,23,13,5,0,11,1,0,0,0,1,1,6,4,5,3,0,0.28205128205128205,0.35555555555555557,0.5897435897435898,0.9452991452991453,0.3076923076923077,0.3076923076923077,,0.06666666666666667,0.24444444444444444,0.1111111111111111,0.55,0.45,1.2222222222222223,258.29545454545456,0.3111111111111111,0.5263157894736842,2.0058039685393285,-0.10430000000000006,11,9,BC,45.0,38.0,9.0,20,5.0,2.0,0.0,S5,24,BOS,False,BOS,0.37161168306482506
1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,259.0,0.5,0.0,-0.4645383557523362,-0.12219999999999999,0,1,BC,2.0,1.0,0.0,0,1.0,0.0,0.0,S5,28,BAL,False,BAL,-0.03885244507697174
15,38,38,12,6,9,2,0,1,17,9,0,0,1,0,5,0,0,0,1,3,6,8,8,0,0.3157894736842105,0.3157894736842105,0.4473684210526316,0.763157894736842,0.13157894736842107,0.3055555555555556,1.0,0.02631578947368421,0.02631578947368421,0.0,0.38461538461538464,0.6153846153846154,0.625,238.11627906976744,0.3157894736842105,0.4864864864864865,1.5618123444277956,0.18019999999999983,10,16,SF,38.0,37.0,11.0,18,1.0,0.0,0.0,S5,29,BAL,False,BAL,0.3006076539097552
1,3,3,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,150.0,0.3333333333333333,0.0,-0.022512812202593158,0.038900000000000004,0,1,TT,3.0,2.0,0.0,0,1.0,0.0,0.0,S5,32,BAL,False,BAL,0.009150804527133499
9,19,16,6,7,2,1,0,3,16,7,3,0,2,0,0,0,0,0,0,2,2,2,2,0,0.375,0.47368421052631576,1.0,1.4736842105263157,0.625,0.2727272727272727,,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.5,0.5,1.0,243.0,0.42105263157894735,0.9375,4.623069700075003,0.21439999999999998,4,4,BC,19.0,16.0,5.0,15,3.0,0.0,0.0,S5,33,MIN,False,MIN,0.5345201797409882
16,47,45,14,10,2,5,3,4,37,10,2,0,8,0,2,1,0,0,1,3,3,11,6,0,0.3111111111111111,0.3404255319148936,0.8222222222222222,1.1626477541371159,0.5111111111111111,0.30303030303030304,0.6666666666666666,0.0851063829787234,0.1702127659574468,0.0425531914893617,0.2916666666666667,0.7083333333333334,0.4117647058823529,231.1,0.3191489361702128,0.8,0.7988070147091614,0.19829999999999992,7,17,S,47.0,45.0,14.0,36,1.0,1.0,0.0,S5,34,BOS,False,BOS,0.25851337818007025
14,37,32,9,4,3,3,0,3,21,7,3,0,14,2,0,0,0,2,0,0,2,7,2,0,0.28125,0.32432432432432434,0.65625,0.9805743243243243,0.375,0.35294117647058826,,0.08108108108108109,0.3783783783783784,0.08108108108108109,0.15384615384615385,0.8461538461538461,0.18181818181818182,226.4,0.2972972972972973,0.625,-0.6264425810749932,0.24530000000000002,2,11,BP,37.0,32.0,9.0,20,2.0,3.0,0.0,S5,35,STL,False,STL,0.07798146611034537
10,31,24,5,6,0,3,0,2,14,7,7,0,3,0,0,0,0,0,1,3,3,8,2,0,0.20833333333333334,0.3870967741935484,0.5833333333333334,0.9704301075268817,0.375,0.15789473684210525,,0.06451612903225806,0.0967741935483871,0.22580645161290322,0.4117647058823529,0.5882352941176471,0.7,234.3548387096774,0.3870967741935484,0.5416666666666666,1.468043945388445,0.15980000000000003,7,10,WC,31.0,24.0,5.0,13,7.0,0.0,0.0,S5,36,CIN,False,CIN,0.2646259472619036
2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,,386.0,0.0,0.0,-2.1339476844358582,-0.3905,2,0,SM,2.0,2.0,0.0,0,0.0,0.0,0.0,S5,37,MIA,False,MIA,-0.20579337794532396
10,31,28,7,5,4,2,1,0,11,2,3,0,7,1,0,0,0,0,2,2,6,4,2,0,0.25,0.3225806451612903,0.39285714285714285,0.7154377880184332,0.14285714285714285,0.3333333333333333,,0.0,0.22580645161290322,0.0967741935483871,0.625,0.375,1.6666666666666667,262.9,0.3225806451612903,0.42857142857142855,-1.5722865200302427,-0.4509,10,6,BC,31.0,28.0,7.0,12,3.0,0.0,0.0,S5,41,CIN,False,CIN,-0.0394070992799652
2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,389.6666666666667,0.0,0.0,-1.0151099672997483,-0.1265,3,0,1B,3.0,3.0,0.0,0,0.0,0.0,0.0,S5,42,TBR,False,TBR,-0.09010891098258203
13,39,38,16,12,7,3,1,5,36,14,1,1,4,0,0,0,0,0,1,5,2,9,2,0,0.42105263157894735,0.4358974358974359,0.9473684210526315,1.3832658569500675,0.5263157894736842,0.3793103448275862,,0.1282051282051282,0.10256410256410256,0.02564102564102564,0.42105263157894735,0.5789473684210527,0.7272727272727273,199.0,0.4358974358974359,1.0,8.534687782301592,1.2379,8,11,BC,39.0,38.0,16.0,38,1.0,0.0,0.0,S5,45,CIN,False,CIN,1.0016958929462658
2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,318.8,0.0,0.0,-1.9998036793320693,-0.1056,0,5,SF,5.0,5.0,0.0,0,0.0,0.0,0.0,S5,46,CIN,False,CIN,-0.18097689168755224
13,37,30,9,5,4,2,0,3,20,6,7,0,6,0,1,0,0,0,0,2,4,4,5,0,0.3,0.43243243243243246,0.6666666666666666,1.099099099099099,0.36666666666666664,0.2857142857142857,1.0,0.08108108108108109,0.16216216216216217,0.1891891891891892,0.4,0.6,0.6666666666666666,230.76315789473685,0.40540540540540543,0.6,1.3951995010477016,1.2016,6,9,WC,37.0,30.0,8.0,18,7.0,0.0,0.0,S5,48,CIN,False,CIN,0.28014567432261483
12,32,28,7,3,4,1,0,2,14,4,4,1,4,0,0,1,0,0,0,3,5,4,5,0,0.25,0.34375,0.5,0.84375,0.25,0.22727272727272727,0.0,0.0625,0.125,0.125,0.47058823529411764,0.5294117647058824,0.8888888888888888,267.21875,0.34375,0.5,-0.6241644516227407,0.04180000000000006,8,9,1B,32.0,28.0,7.0,14,4.0,0.0,0.0,S5,49,LAA,False,LAA,0.05920580280991594
6,12,12,4,2,2,1,0,1,8,4,0,0,4,2,0,0,0,0,1,2,2,0,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.42857142857142855,,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,,272.4,0.3333333333333333,0.45454545454545453,0.46818843008489597,0.2296,5,0,BP,12.0,11.0,3.0,5,1.0,0.0,0.0,S5,50,CIN,False,CIN,0.09242718599806085
11,29,28,7,3,2,0,3,2,19,9,1,0,4,0,0,0,0,0,1,4,5,5,3,0,0.25,0.27586206896551724,0.6785714285714286,0.9544334975369458,0.4285714285714286,0.22727272727272727,,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.5555555555555556,0.4444444444444444,1.25,252.31034482758622,0.27586206896551724,0.6896551724137931,2.0361348993964445,-0.33959999999999996,10,8,EN,29.0,29.0,8.0,20,0.0,0.0,0.0,S5,54,CWS,False,CWS,0.31383365216444165
13,35,30,8,8,4,3,0,1,14,7,5,0,9,0,0,0,0,0,0,3,4,6,0,0,0.26666666666666666,0.37142857142857144,0.4666666666666667,0.8380952380952381,0.2,0.35,,0.02857142857142857,0.2571428571428571,0.14285714285714285,0.5384615384615384,0.46153846153846156,1.1666666666666667,245.77142857142857,0.3142857142857143,0.4375,0.5975750040732685,0.18519999999999995,7,6,BN,35.0,32.0,8.0,14,3.0,0.0,0.0,S5,55,CIN,False,CIN,0.1927818341269097
2,7,7,4,3,1,2,1,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,0.5714285714285714,1.1428571428571428,1.7142857142857142,0.5714285714285714,0.8,,0.0,0.2857142857142857,0.0,0.0,1.0,0.0,177.57142857142858,0.5714285714285714,0.8571428571428571,1.1028816940107262,0.16560000000000002,0,1,S,7.0,7.0,4.0,6,0.0,0.0,0.0,S5,56,MTL,False,MTL,0.1368930361449892
3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,266.0,0.0,0.0,-1.2507961169725874,-0.2027,0,2,1B,3.0,3.0,0.0,0,0.0,0.0,0.0,S5,59,CHC,False,CHC,-0.11367752594986594
6,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,1.2,351.0,0.0,0.0,-4.337010094549361,-0.6239,6,5,SM,8.0,7.0,0.0,0,0.0,1.0,0.0,S5,63,CHC,False,CHC,-0.40329544746188856
10,27,25,3,3,1,0,0,2,9,4,2,2,5,0,0,0,0,0,0,1,2,11,3,0,0.12,0.18518518518518517,0.36,0.5451851851851852,0.24,0.05555555555555555,,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.17647058823529413,0.8235294117647058,0.21428571428571427,256.76,0.18518518518518517,0.36,-2.175364179764697,-0.37910000000000005,3,14,S,27.0,25.0,3.0,9,2.0,0.0,0.0,S5,65,SEA,False,SEA,-0.11491764624993436
16,41,39,11,4,8,2,0,1,16,3,2,0,3,0,3,1,0,0,1,7,4,4,10,0,0.28205128205128205,0.3170731707317073,0.41025641025641024,0.7273295809881175,0.1282051282051282,0.2857142857142857,0.75,0.024390243902439025,0.07317073170731707,0.04878048780487805,0.46153846153846156,0.5384615384615384,0.8571428571428571,259.1111111111111,0.3170731707317073,0.46153846153846156,-2.6940255206872217,-0.2182,12,14,SF,41.0,39.0,11.0,18,2.0,0.0,0.0,S5,66,SEA,False,SEA,-0.11357404685435371
12,31,28,6,2,3,2,0,1,11,2,3,0,4,0,0,1,0,0,1,2,5,6,5,0,0.21428571428571427,0.2903225806451613,0.39285714285714285,0.6831797235023042,0.17857142857142858,0.21739130434782608,0.0,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.42105263157894735,0.5789473684210527,0.7272727272727273,272.3125,0.2903225806451613,0.39285714285714285,-4.123496361692167,0.05519999999999997,8,11,1B,31.0,28.0,6.0,11,3.0,0.0,0.0,S5,67,CHC,False,CHC,-0.29452808344615766
12,33,27,8,6,2,1,2,3,22,6,5,0,3,0,2,1,1,0,0,2,2,8,4,0,0.2962962962962963,0.40625,0.8148148148148148,1.2210648148148149,0.5185185185185185,0.23809523809523808,0.6666666666666666,0.09090909090909091,0.09090909090909091,0.15151515151515152,0.25,0.75,0.3333333333333333,237.77777777777777,0.40625,0.7407407407407407,3.02186463762523,0.25560000000000005,4,12,WC,33.0,27.0,8.0,20,5.0,0.0,1.0,S5,68,CHC,False,CHC,0.427609406983844
13,31,27,6,6,2,3,1,0,11,4,4,0,4,0,3,0,0,0,2,7,3,4,3,0,0.2222222222222222,0.3225806451612903,0.4074074074074074,0.7299880525686977,0.18518518518518517,0.2608695652173913,1.0,0.0,0.12903225806451613,0.12903225806451613,0.631578947368421,0.3684210526315789,1.7142857142857142,272.55882352941177,0.3225806451612903,0.4444444444444444,-2.052763576798853,-0.03649999999999999,12,7,BC,31.0,27.0,6.0,12,4.0,0.0,0.0,S5,71,CHC,False,CHC,-0.0874548049568262
14,32,30,4,3,2,1,0,1,8,2,2,0,6,0,1,2,0,0,0,1,4,8,7,0,0.13333333333333333,0.1875,0.26666666666666666,0.45416666666666666,0.13333333333333333,0.13043478260869565,0.3333333333333333,0.03125,0.1875,0.0625,0.25,0.75,0.3333333333333333,260.65714285714284,0.21875,0.27586206896551724,-6.047427840377684,-0.6702999999999999,5,15,XB,32.0,29.0,4.0,8,3.0,0.0,0.0,S5,72,CHC,False,CHC,-0.4831205360655783
3,6,5,3,1,0,2,1,0,7,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.6,0.6666666666666666,1.4,2.0666666666666664,0.7999999999999999,0.6,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,,230.57142857142858,0.6666666666666666,1.4,1.6343657831463765,0.7148000000000001,2,0,BN,6.0,5.0,3.0,7,1.0,0.0,0.0,S5,73,COL,False,COL,0.18624074980942326
1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,,,,120.0,1.0,1.0,0.19954803261254875,0.023700000000000002,0,0,SF,1.0,1.0,1.0,1,0.0,0.0,0.0,S5,74,CHC,False,CHC,0.023755498510385813
3,7,7,2,0,1,1,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857142,0.14285714285714285,0.5,,0.0,0.42857142857142855,0.0,0.5,0.5,1.0,221.42857142857142,0.2857142857142857,0.42857142857142855,-0.2304674190856984,-0.1745,1,1,BP,7.0,7.0,2.0,3,0.0,0.0,0.0,S5,78,TBR,False,TBR,0.0035581248353467264
10,28,26,4,2,1,1,0,2,11,3,2,0,10,0,0,0,0,0,1,3,1,6,2,0,0.15384615384615385,0.21428571428571427,0.4230769230769231,0.6373626373626373,0.2692307692307692,0.14285714285714285,,0.07142857142857142,0.35714285714285715,0.07142857142857142,0.38461538461538464,0.6153846153846154,0.625,265.82142857142856,0.21428571428571427,0.38461538461538464,-2.2167743188974343,-0.22210000000000002,5,8,BP,28.0,26.0,4.0,10,2.0,0.0,0.0,S5,79,2TM,False,STL,-0.11525796491407717
1,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.0,1.0,,0.0,0.5,0.0,,,,219.5,0.5,0.5,-0.0197777447777448,-0.0253,0,0,BP,2.0,2.0,1.0,1,0.0,0.0,0.0,S5,79,MTL,True,MTL,0.005623616020487396
9,26,24,3,2,0,1,0,2,10,3,2,0,9,0,0,0,0,0,1,3,1,6,2,0,0.125,0.19230769230769232,0.4166666666666667,0.608974358974359,0.2916666666666667,0.07692307692307693,,0.07692307692307693,0.34615384615384615,0.07692307692307693,0.38461538461538464,0.6153846153846154,0.625,269.38461538461536,0.19230769230769232,0.375,-2.1969965741196895,-0.19680000000000003,5,8,BP,26.0,24.0,3.0,9,2.0,0.0,0.0,S5,79,STL,True,STL,-0.12088158093456455
16,44,38,15,11,5,3,1,6,38,7,6,1,8,0,4,0,0,0,0,3,3,9,0,0,0.39473684210526316,0.4772727272727273,1.0,1.4772727272727273,0.6052631578947368,0.375,1.0,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.4,0.6,0.6666666666666666,189.87234042553192,0.45454545454545453,1.0,5.71571811937809,1.1453,6,9,BP,44.0,39.0,15.0,39,5.0,0.0,0.0,S5,80,COL,False,COL,0.7388024028995703
16,48,43,11,5,6,1,2,2,22,9,4,0,7,0,2,1,0,1,0,4,3,11,8,0,0.2558139534883721,0.3125,0.5116279069767442,0.8241279069767442,0.2558139534883721,0.2571428571428571,0.6666666666666666,0.041666666666666664,0.14583333333333334,0.08333333333333333,0.25925925925925924,0.7407407407407407,0.35,242.34,0.3333333333333333,0.5348837209302325,-0.24431340503199722,-0.0009999999999999246,7,20,BC,48.0,43.0,12.0,23,4.0,1.0,0.0,S5,81,COL,False,COL,0.1580020314550853
15,41,37,10,6,4,5,0,1,18,4,4,0,7,0,1,0,0,0,0,5,3,8,4,0,0.2702702702702703,0.34146341463414637,0.4864864864864865,0.8279499011206328,0.21621621621621623,0.3103448275862069,1.0,0.024390243902439025,0.17073170731707318,0.0975609756097561,0.4,0.6,0.6666666666666666,244.825,0.34146341463414637,0.4864864864864865,-1.7688137654645542,-0.4081,8,12,1B,41.0,37.0,10.0,18,4.0,0.0,0.0,S5,82,COL,False,COL,-0.021052871332086952
14,34,34,6,3,0,3,2,1,16,7,0,0,7,0,0,0,0,0,2,4,5,10,2,0,0.17647058823529413,0.17647058823529413,0.47058823529411764,0.6470588235294118,0.2941176470588235,0.19230769230769232,,0.029411764705882353,0.20588235294117646,0.0,0.4782608695652174,0.5217391304347826,0.9166666666666666,280.88235294117646,0.17647058823529413,0.5,-4.268672511008719,-0.4010000000000001,11,12,BP,34.0,34.0,6.0,17,0.0,0.0,0.0,S5,84,COL,False,COL,-0.29764361263042005
11,32,28,7,6,2,3,1,1,15,1,4,0,6,0,0,0,0,0,0,3,2,7,3,0,0.25,0.34375,0.5357142857142857,0.8794642857142857,0.2857142857142857,0.2857142857142857,,0.03125,0.1875,0.125,0.3333333333333333,0.6666666666666666,0.5,248.46875,0.28125,0.4482758620689655,-2.7029717206867807,0.0758,5,10,S,32.0,29.0,6.0,13,3.0,0.0,0.0,S5,90,MTL,False,MTL,-0.14867492409648805
15,40,34,10,6,3,3,2,2,23,6,6,0,6,0,2,1,0,0,0,1,2,7,8,0,0.29411764705882354,0.4,0.6764705882352942,1.0764705882352943,0.3823529411764706,0.3076923076923077,0.6666666666666666,0.05,0.15,0.15,0.16666666666666666,0.8333333333333334,0.2,231.37209302325581,0.375,0.6,4.741249424102325,0.33899999999999997,3,15,S,40.0,35.0,10.0,21,5.0,0.0,0.0,S5,91,SFG,False,SFG,0.62615275237547
9,19,19,1,0,0,1,0,0,2,1,0,0,8,1,0,0,0,0,1,3,3,3,1,0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.09090909090909091,,0.0,0.42105263157894735,0.0,0.6363636363636364,0.36363636363636365,1.75,338.94444444444446,0.05263157894736842,0.10526315789473684,-6.6288074949703875,-0.7881,7,4,BP,19.0,19.0,1.0,2,0.0,0.0,0.0,S5,97,DET,False,DET,-0.5906675397635509
