G,PA,AB,H,R,1B,2B,3B,HR,TB,RBI,BB,IBB,K,Auto K,SB,CS,SH,SF,GIDP,RGO,LGO,FO,PO,LO,AVG,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,SO%,BB%,GB%,FB%,GB/FB,Avg Diff,nOBP,nSLG,RE24,WPA,GB_outs,FB_outs,Type,nPA,nAB,nH,nTB,nBB,nSF,nSH,Season,Hitter ID,Team,is_sub_row,Last Team,WAR
13,31,28,13,8,6,5,0,2,24,5,3,0,5,1,0,1,0,0,0,1,6,3,0,0,0.4642857142857143,0.5161290322580645,0.8571428571428571,1.3732718894009217,0.3928571428571428,0.5238095238095238,0.0,0.06451612903225806,0.16129032258064516,0.0967741935483871,0.7,0.3,2.3333333333333335,215.67741935483872,0.41935483870967744,0.7741935483870968,2.346131150593208,0.3588,7,3,BC,31.0,31.0,13.0,24.0,0.0,0.0,0.0,S8,10,ATL,False,ATL,0.35426479780820286
15,43,37,12,10,0,4,0,8,40,15,6,0,12,0,0,0,0,0,1,6,0,7,0,0,0.32432432432432434,0.4186046511627907,1.0810810810810811,1.499685732243872,0.7567567567567568,0.23529411764705882,,0.18604651162790697,0.27906976744186046,0.13953488372093023,0.5,0.5,1.0,205.48837209302326,0.27906976744186046,0.9069767441860465,8.25626918786655,1.5898000000000003,7,7,TT,43.0,43.0,12.0,39.0,0.0,0.0,0.0,S8,14,ARI,False,ARI,0.9915953819544592
8,23,21,4,3,2,1,0,1,8,2,2,0,7,0,0,0,0,0,1,3,0,5,2,0,0.19047619047619047,0.2608695652173913,0.38095238095238093,0.6418219461697723,0.19047619047619047,0.23076923076923078,,0.043478260869565216,0.30434782608695654,0.08695652173913043,0.36363636363636365,0.6363636363636364,0.5714285714285714,254.6086956521739,0.17391304347826086,0.34782608695652173,-4.342367016287711,-0.4669,4,7,BC,23.0,23.0,4.0,8.0,0.0,0.0,0.0,S8,17,STL,False,STL,-0.3454628724925038
16,45,38,11,5,8,0,1,2,19,8,7,0,4,1,0,0,0,0,3,7,6,6,4,0,0.2894736842105263,0.4,0.5,0.9,0.21052631578947367,0.28125,,0.044444444444444446,0.08888888888888889,0.15555555555555556,0.6153846153846154,0.38461538461538464,1.6,245.13636363636363,0.2222222222222222,0.4,-1.277652099775489,0.20180000000000003,16,10,1B,45.0,45.0,10.0,18.0,0.0,0.0,0.0,S8,18,BOS,False,BOS,0.04592271659340896
5,16,13,4,3,1,1,0,2,11,3,3,0,4,0,0,0,0,0,1,2,1,2,0,0,0.3076923076923077,0.4375,0.8461538461538461,1.2836538461538463,0.5384615384615384,0.2857142857142857,,0.125,0.25,0.1875,0.6666666666666666,0.3333333333333333,2.0,220.75,0.25,0.6875,0.638820864067694,-0.09910000000000004,4,2,TT,16.0,16.0,4.0,11.0,0.0,0.0,0.0,S8,20,CLE,False,CLE,0.12563779363199887
15,39,36,13,7,8,3,0,2,22,6,3,0,9,0,2,0,0,0,0,3,3,7,1,0,0.3611111111111111,0.41025641025641024,0.6111111111111112,1.0213675213675213,0.25000000000000006,0.44,1.0,0.05128205128205128,0.23076923076923078,0.07692307692307693,0.42857142857142855,0.5714285714285714,0.75,219.70731707317074,0.3333333333333333,0.5897435897435898,2.823796613247056,0.35169999999999996,6,8,BP,39.0,39.0,13.0,23.0,0.0,0.0,0.0,S8,22,SFG,False,SFG,0.4329091976862024
12,27,24,7,6,3,0,1,3,18,6,3,0,6,1,0,0,0,0,0,1,3,3,4,0,0.2916666666666667,0.37037037037037035,0.75,1.1203703703703702,0.4583333333333333,0.26666666666666666,,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.36363636363636365,0.6363636363636364,0.5714285714285714,231.42307692307693,0.25925925925925924,0.7037037037037037,0.685209635311898,0.2149000000000001,4,7,BC,27.0,27.0,7.0,19.0,0.0,0.0,0.0,S8,24,BOS,False,BOS,0.1727337194737645
10,23,22,3,3,1,0,0,2,9,3,1,0,4,0,1,0,0,0,0,1,6,7,1,0,0.13636363636363635,0.17391304347826086,0.4090909090909091,0.5830039525691699,0.27272727272727276,0.0625,1.0,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.4666666666666667,0.5333333333333333,0.875,292.4583333333333,0.13043478260869565,0.391304347826087,-1.440258632866411,-0.43709999999999993,7,8,TT,23.0,23.0,3.0,9.0,0.0,0.0,0.0,S8,32,BAL,False,BAL,-0.05525203415037376
16,49,44,12,5,10,1,1,0,15,5,5,0,9,1,2,1,0,0,0,3,3,10,7,0,0.2727272727272727,0.3469387755102041,0.3409090909090909,0.687847866419295,0.06818181818181818,0.34285714285714286,0.6666666666666666,0.0,0.1836734693877551,0.10204081632653061,0.2608695652173913,0.7391304347826086,0.35294117647058826,256.66,0.22448979591836735,0.2916666666666667,0.6337218334739749,-0.08479999999999992,6,17,WC,49.0,48.0,10.0,14.0,1.0,0.0,0.0,S8,34,BOS,False,BOS,0.25249903672466273
10,30,24,9,6,6,3,0,0,12,1,5,0,10,0,0,0,0,1,0,3,1,2,0,0,0.375,0.4666666666666667,0.5,0.9666666666666667,0.125,0.6,,0.0,0.3333333333333333,0.16666666666666666,0.5714285714285714,0.42857142857142855,1.3333333333333333,225.43333333333334,0.3,0.36666666666666664,0.6188700769486775,0.22109999999999996,4,3,BC,30.0,30.0,9.0,11.0,0.0,0.0,0.0,S8,41,CIN,False,CIN,0.177678958742173
14,42,35,14,6,11,2,0,1,19,5,7,0,5,0,0,0,0,0,1,5,6,1,4,0,0.4,0.5,0.5428571428571428,1.0428571428571427,0.1428571428571428,0.4482758620689655,,0.023809523809523808,0.11904761904761904,0.16666666666666666,0.7058823529411765,0.29411764705882354,2.4,244.54761904761904,0.3333333333333333,0.4523809523809524,2.531389595546684,0.18369999999999997,12,5,BC,42.0,42.0,14.0,19.0,0.0,0.0,0.0,S8,48,SFG,False,SFG,0.4152476910208957
9,24,22,6,4,5,1,0,0,7,0,2,0,8,0,0,0,0,0,0,1,3,3,1,0,0.2727272727272727,0.3333333333333333,0.3181818181818182,0.6515151515151515,0.04545454545454547,0.42857142857142855,,0.0,0.3333333333333333,0.08333333333333333,0.5,0.5,1.0,258.9583333333333,0.20833333333333334,0.25,-2.3682675054686317,-0.39729999999999993,4,4,BN,24.0,24.0,5.0,6.0,0.0,0.0,0.0,S8,55,CIN,False,CIN,-0.14419318970901898
